GEOID,new_housing_2016
17031110200,5.9
17031110300,1.2
17031110400,2.5
17031110501,0
17031110502,14.4
17031120100,3.5
17031120200,6.3
17031120300,3
17031120400,4.3
17031130100,3.7
17031130200,9.4
17031130300,0.9
17031140100,6.3
17031140200,1.1
17031140301,6
17031140302,2.4
17031140400,0.9
17031140500,4
17031140601,1.9
17031140602,3.5
17031140701,13.5
17031140702,4.7
17031140800,8.3
17031150200,3.6
17031150300,1.2
17031150401,2
17031150402,3.5
17031150501,2.3
17031150502,4.3
17031150600,0
17031150700,0.4
17031150800,1.7
17031151001,0
17031151002,0
17031151100,1.5
17031151200,1.4
17031160100,11.2
17031160200,7.7
17031160300,2.2
17031160400,6.5
17031160501,3.4
17031160502,5.3
17031160601,6.4
17031160602,8.1
17031160700,5.1
17031160800,5.9
17031160900,1
17031161000,3.5
17031161100,22.6
17031161200,10.9
17031161300,2.2
17031170100,22.6
17031170200,1.2
17031170300,0
17031170400,13.7
17031170500,0.3
17031170600,2.3
17031170700,3.7
17031170800,7
17031170900,3.3
17031171000,5.4
17031171100,0
17031180100,12.7
17031190100,25.4
17031190200,1.9
17031190300,1.3
17031190401,10.8
17031190402,0.8
17031190601,4.4
17031190602,1.8
17031190701,0.5
17031190702,1.6
17031190800,1.1
17031190900,28.6
17031191000,0
17031191100,0
17031191200,0.6
17031191301,2.5
17031191302,0
17031200100,1.8
17031200200,1.8
17031200300,2.2
17031200401,0
17031200402,0.8
17031210100,24.1
17031210400,5.7
17031210501,1.2
17031210502,0.9
17031210601,3.8
17031210602,6.4
17031210700,1
17031210800,5.3
17031210900,16.3
17031220300,11
17031220400,3.5
17031220500,10.5
17031220601,1.9
17031220602,0.5
17031220701,0
17031220702,0.8
17031220901,0
17031220902,0
17031221000,0.8
17031221100,3
17031221200,13.1
17031221300,9.1
17031221400,13.5
17031221500,4.6
17031221600,13.1
17031222200,20.5
17031222500,3.3
17031222600,12.1
17031222700,12
17031222800,14.5
17031222900,8.5
17031230100,8.2
17031230200,20.1
17031230300,4.7
17031230400,3.2
17031230500,4.1
17031230600,1.5
17031230700,0.6
17031230800,3.6
17031230900,3.5
17031231100,0
17031231200,4.1
17031231500,2.1
17031240200,14.6
17031240300,7.2
17031240500,23.6
17031240600,33.4
17031240700,24.4
17031240800,6.6
17031240900,13.9
17031241000,11.4
17031241100,19.4
17031241200,6.5
17031241300,19.1
17031241400,18.2
17031241500,21.4
17031241600,24.1
17031242000,19.3
17031242100,38.3
17031242200,29.4
17031242300,12
17031242400,1.8
17031242500,18.4
17031242600,14.8
17031242700,10.5
17031242800,10.8
17031242900,9.9
17031243000,17.1
17031243100,15.4
17031243200,13.4
17031243300,19.6
17031243400,22.3
17031243500,45.6
17031250200,3.3
17031250300,18.5
17031250400,0
17031250500,1.6
17031250600,0
17031250700,0
17031250800,0
17031251000,0
17031251100,0.9
17031251200,7.5
17031251300,2.8
17031251400,0
17031251500,0.4
17031251600,3
17031251700,1
17031251800,1.8
17031251900,1.8
17031252000,13.6
17031252101,0
17031252102,1.3
17031252201,1.3
17031252202,8.3
17031260100,6.8
17031260200,2.3
17031260300,3.9
17031260400,2.4
17031260500,5.3
17031260600,3.2
17031260700,3.9
17031260800,0
17031260900,3.3
17031261000,2.1
17031270500,8
17031271200,5.4
17031271300,0
17031271400,0
17031271500,0
17031271800,2.5
17031280100,76.2
17031280400,53.5
17031280800,54
17031280900,25.8
17031281900,22.1
17031282700,42.8
17031282800,8.4
17031283100,1.8
17031283200,51.5
17031283800,38
17031290900,25.5
17031291200,17.7
17031291600,11.1
17031292200,7.5
17031292400,2
17031292500,0
17031300500,3.9
17031300600,0
17031300700,0
17031300800,0.7
17031300900,1.3
17031301100,2.4
17031301200,0.7
17031301600,0.5
17031301701,0.8
17031301702,0
17031301801,0
17031301802,1.6
17031301803,0
17031310200,20.7
17031310300,30.9
17031310400,11.8
17031310500,0
17031310600,5.2
17031310700,4.9
17031310800,3.6
17031310900,3.7
17031320100,40.5
17031320400,46.8
17031320600,50
17031330100,71.7
17031330200,27.8
17031340300,7.3
17031340400,21.8
17031340500,10.2
17031340600,1.9
17031350100,4.5
17031350400,3.8
17031351000,1.9
17031351100,6.3
17031351400,12.2
17031351500,83.8
17031360200,47.4
17031380100,46.2
17031380200,13.6
17031380500,90.4
17031380700,29.1
17031381200,6
17031381400,14.6
17031381500,10
17031381700,0
17031381800,21.4
17031381900,14.2
17031390100,32.3
17031390200,31.5
17031390300,3.1
17031390400,15.1
17031390500,1
17031390600,0
17031390700,0.9
17031400300,11.9
17031400400,20.2
17031400500,0
17031400800,5.7
17031410100,1.4
17031410200,2.7
17031410500,2.9
17031410600,3.7
17031410700,0
17031410800,3.9
17031410900,0
17031411000,1.6
17031411100,0
17031411200,0
17031420100,9.1
17031420200,12.9
17031420300,7.7
17031420400,6.5
17031420500,2.2
17031420600,1.6
17031420700,0
17031420800,24.2
17031421200,0
17031430101,2.5
17031430102,5.5
17031430200,0
17031430300,1.1
17031430400,10
17031430500,2
17031430600,9.1
17031430700,0
17031430800,0.7
17031430900,0.6
17031431200,0.6
17031431301,4
17031431302,10.5
17031431400,2.1
17031440101,4.2
17031440102,3.4
17031440201,0
17031440202,7.2
17031440300,0.6
17031440600,3.2
17031440700,1.7
17031440800,4.4
17031440900,4
17031450300,1.6
17031460100,0
17031460200,0
17031460301,2.5
17031460302,1.8
17031460400,1.4
17031460500,4.8
17031460600,0
17031460700,0
17031461000,13
17031470100,20.2
17031480100,0
17031480200,1.1
17031480300,1.1
17031480400,1.6
17031480500,1.4
17031490300,0.5
17031490400,0
17031490500,3
17031490600,0
17031490700,0
17031490800,1.8
17031490901,4.2
17031490902,15.1
17031491000,13.6
17031491100,0.9
17031491200,2.6
17031491300,0
17031491400,1.2
17031500100,0.9
17031500200,0
17031500300,0
17031510100,0
17031510200,0.7
17031510300,0
17031520100,0
17031520200,0.7
17031520300,2.3
17031520400,0
17031520500,2.2
17031520600,1.8
17031530100,2.1
17031530200,0.5
17031530300,0
17031530400,7.6
17031530501,6
17031530502,0
17031530503,2.9
17031530600,0.6
17031540101,0
17031540102,1.9
17031550100,4.5
17031550200,7.2
17031560100,3.1
17031560200,5.2
17031560300,0
17031560400,2.9
17031560700,3.6
17031560800,1.5
17031560900,2.7
17031561000,7.8
17031561100,2.2
17031570100,0
17031570200,0
17031570300,0
17031570400,0
17031570500,3.1
17031580100,16.3
17031580200,3.6
17031580300,6.9
17031580400,1.8
17031580501,2
17031580502,1.9
17031580600,1.2
17031580700,4.7
17031580800,0
17031590500,17.7
17031590600,0
17031590700,5.6
17031600400,9.8
17031600600,9.3
17031600700,16.3
17031600900,7.9
17031610300,4.8
17031610400,3.1
17031610800,5.7
17031611000,1.3
17031611100,1.1
17031611200,1
17031611300,0.8
17031611400,2.5
17031611500,19.5
17031611600,0
17031611700,0
17031611800,0
17031611900,4
17031612000,0
17031612100,21
17031620100,2.3
17031620200,3.4
17031620300,0.3
17031620400,2.5
17031630100,0
17031630200,0
17031630300,0
17031630400,0.3
17031630500,0
17031630800,0.6
17031630900,2.4
17031640100,1
17031640300,3.5
17031640400,2.4
17031640500,8.8
17031640600,4.6
17031640700,0
17031640800,0
17031650100,0
17031650200,0
17031650301,1.2
17031650302,0
17031650400,0
17031650500,15.2
17031660301,0
17031660302,0.6
17031660400,0
17031660500,2.2
17031660600,0.3
17031660700,0
17031660800,1.4
17031660900,0.5
17031661000,3.2
17031661100,2.1
17031670100,3
17031670200,0
17031670300,0.8
17031670400,0
17031670500,1.5
17031670600,3.1
17031670700,3.2
17031670800,0
17031670900,5.8
17031671100,10.8
17031671200,7.4
17031671300,1
17031671400,7.8
17031671500,0.4
17031671600,11
17031671800,3
17031671900,0
17031672000,0
17031680500,6.2
17031680600,0
17031680900,5.5
17031681000,10.6
17031681100,0.9
17031681200,11.2
17031681300,1.7
17031681400,2.1
17031690300,0
17031690400,0
17031690500,3.4
17031690900,3.6
17031691000,0
17031691100,0
17031691200,1.7
17031691300,0
17031691400,1.6
17031691500,4.7
17031700100,1.3
17031700200,1.9
17031700301,0
17031700302,0.3
17031700401,1
17031700402,3.8
17031700501,4.2
17031700502,0
17031710100,20.5
17031710200,0.4
17031710300,6.2
17031710400,4.4
17031710500,0
17031710600,0
17031710700,5.1
17031710800,5.5
17031710900,18.6
17031711000,0
17031711100,2.3
17031711200,1.1
17031711300,0
17031711400,0
17031711500,2.3
17031720100,1.4
17031720200,2.1
17031720300,0
17031720400,0
17031720500,0.9
17031720600,0.9
17031720700,3.7
17031730100,0
17031730201,4.1
17031730202,0
17031730300,7.5
17031730400,0.7
17031730500,0.5
17031730600,7.1
17031730700,6.3
17031740100,5.9
17031740200,1.3
17031740300,3.1
17031740400,2.5
17031750100,3.9
17031750200,0.9
17031750300,2.2
17031750400,1.6
17031750500,15.1
17031750600,2
17031760801,9.8
17031760802,1.4
17031760803,1.2
17031770201,7.3
17031770202,0.7
17031770300,0.6
17031770400,4
17031770500,10.6
17031770601,6.8
17031770602,8.4
17031770700,0.2
17031770800,3.2
17031770901,13.3
17031770902,4
17031800100,20.9
17031800200,11.8
17031800300,10.5
17031800400,11.9
17031800500,13.5
17031800600,5.2
17031800700,10.1
17031800800,0.4
17031800900,2.5
17031801000,11.2
17031801100,9.5
17031801200,2.5
17031801300,8.3
17031801400,7.4
17031801500,8.6
17031801601,21.8
17031801603,15.5
17031801605,2.4
17031801606,8.4
17031801607,8.7
17031801608,12.9
17031801701,5.7
17031801702,22.2
17031801800,9.6
17031801901,18.5
17031801902,20.5
17031802002,11.3
17031802003,2.2
17031802004,5.5
17031802100,9.9
17031802200,12.9
17031802300,86.6
17031802402,23.6
17031802403,0
17031802404,8.8
17031802503,2.6
17031802504,0
17031802505,18.1
17031802506,0
17031802605,9.6
17031802607,3.2
17031802608,2.6
17031802609,1.7
17031802610,2.3
17031802701,6.1
17031802702,5.6
17031802801,3.4
17031802802,2.2
17031802900,6.4
17031803005,5.7
17031803007,7.8
17031803008,1
17031803010,0.4
17031803012,0.6
17031803013,2.9
17031803014,0
17031803015,1.4
17031803016,1.2
17031803017,12.9
17031803100,9.6
17031803200,5.7
17031803300,10.8
17031803400,6.1
17031803500,2.4
17031803603,7.3
17031803604,1.2
17031803605,1.9
17031803606,1.7
17031803607,0
17031803608,4.4
17031803610,11.2
17031803611,0
17031803612,4.7
17031803701,26.1
17031803702,26.6
17031803800,11.3
17031803901,8.1
17031803902,1.3
17031804000,8
17031804102,9.9
17031804104,1.5
17031804105,0.5
17031804106,4.1
17031804108,4.3
17031804109,3.5
17031804201,17.4
17031804202,17.1
17031804305,1.2
17031804306,0
17031804308,0
17031804309,1.1
17031804310,12.6
17031804311,39.3
17031804403,23.8
17031804404,8.5
17031804405,9.4
17031804406,21.8
17031804505,14.7
17031804506,23.6
17031804507,41.1
17031804508,17.4
17031804509,0.6
17031804510,0
17031804511,17
17031804603,0.7
17031804606,2.3
17031804607,4.5
17031804608,7.5
17031804609,2.2
17031804610,10.1
17031804611,2.3
17031804701,4
17031804705,0.7
17031804706,0
17031804709,10
17031804710,0.9
17031804711,0.2
17031804712,0
17031804713,2.3
17031804714,3.5
17031804715,0
17031804716,0
17031804803,13.1
17031804804,6.5
17031804805,2.2
17031804806,0
17031804807,0.4
17031804808,0
17031804809,0.9
17031804810,0
17031804901,14.6
17031804902,4.2
17031805001,3
17031805002,2.1
17031805105,2.4
17031805106,0
17031805107,2.2
17031805108,0.8
17031805109,2.3
17031805110,2.9
17031805111,4.7
17031805112,0
17031805201,1.5
17031805202,10
17031805301,1.6
17031805302,0
17031805401,1.7
17031805402,1.1
17031805501,16.7
17031805502,9.5
17031805600,7.3
17031805701,7.6
17031805702,7.4
17031805801,2.6
17031805802,10.2
17031805901,19.5
17031805902,7.7
17031806001,2.9
17031806002,1.4
17031806003,2.6
17031806004,7.3
17031806102,15.4
17031806103,2.6
17031806104,5.4
17031806201,37.2
17031806202,12.9
17031806300,3.2
17031806400,2
17031806501,0.4
17031806502,1.7
17031806600,11.3
17031806700,4.8
17031806801,2.4
17031806802,0.3
17031806900,30.8
17031807000,1.9
17031807100,2.5
17031807200,0.4
17031807300,13.1
17031807400,5.1
17031807500,0
17031807600,2
17031807700,11.6
17031807800,2.8
17031807900,6.5
17031808001,8.3
17031808002,6.4
17031808100,10.8
17031808200,1.8
17031808301,26.4
17031808302,2.9
17031808400,7.4
17031808500,1.9
17031808600,10.7
17031808702,3.9
17031808800,4.6
17031808900,4
17031809000,2.8
17031809100,11.1
17031809200,8.1
17031809300,9.2
17031809400,32.4
17031809500,19.5
17031809600,4
17031809700,4.4
17031809800,0.8
17031809900,20.7
17031810000,7.9
17031810100,1.7
17031810200,4.2
17031810301,0.6
17031810302,2.1
17031810400,5.5
17031810501,8.6
17031810502,7.1
17031810600,6.4
17031810701,4.9
17031810702,7
17031810800,1.2
17031810900,6.1
17031811000,1
17031811100,1
17031811200,2.6
17031811301,4
17031811302,3.3
17031811401,7.3
17031811402,2.1
17031811500,1.4
17031811600,13.1
17031811701,1.1
17031811702,1.1
17031811800,3
17031811900,1.4
17031812000,1.8
17031812100,1.3
17031812200,1.6
17031812301,14.1
17031812302,2.8
17031812400,0.8
17031812500,2
17031812600,4.9
17031812700,2
17031812801,3.7
17031812802,5.4
17031812900,4.6
17031813000,0.8
17031813100,2.9
17031813200,1.5
17031813301,1.1
17031813302,1.8
17031813400,2.3
17031813500,0.5
17031813600,0
17031813701,1.1
17031813702,1
17031813801,1.5
17031813802,1
17031813900,0
17031814000,0
17031814100,0
17031814200,2
17031814300,5.2
17031814400,1.9
17031814500,4.5
17031814600,1.5
17031814700,0.4
17031814800,0
17031814900,0
17031815000,0.8
17031815100,0
17031815200,3.6
17031815300,4.1
17031815400,2.9
17031815500,1.3
17031815600,0.4
17031815701,6.4
17031815702,1.3
17031815800,2.2
17031815900,7.3
17031816000,11.8
17031816100,1.3
17031816200,25.3
17031816300,3.3
17031816401,3.9
17031816402,4.2
17031816500,10.2
17031816600,11.5
17031816700,10.2
17031816800,3
17031816900,0.4
17031817000,3.1
17031817101,0.5
17031817102,0.9
17031817200,5.4
17031817300,1.2
17031817400,0
17031817500,5.5
17031817600,1.5
17031817700,1.4
17031817900,0
17031818000,0
17031818100,0.7
17031818200,0
17031818300,0
17031818401,0
17031818402,4.2
17031818500,4.5
17031818600,1.1
17031818700,7
17031818800,0
17031818900,9.6
17031819000,4.2
17031819100,16.1
17031819200,0.5
17031819300,1.2
17031819400,0.5
17031819500,9.6
17031819600,4.8
17031819700,12.2
17031819801,10.8
17031819802,7.5
17031819900,24
17031820000,21.2
17031820101,4.4
17031820103,8.3
17031820104,10.2
17031820201,29
17031820202,7.3
17031820300,11.2
17031820400,6.5
17031820501,5.8
17031820502,13.9
17031820603,22.2
17031820604,4.9
17031820605,3.8
17031820606,32.6
17031820700,0.8
17031820800,16.7
17031820901,6.4
17031820902,5.6
17031821001,6.4
17031821002,2.6
17031821101,14.2
17031821102,9.2
17031821200,5.9
17031821300,5.2
17031821401,7.5
17031821402,12.3
17031821500,4.2
17031821600,3.1
17031821700,4.1
17031821800,1.2
17031821900,2.5
17031822000,0
17031822101,12.4
17031822102,5.9
17031822200,0
17031822301,7
17031822302,8.2
17031822400,3
17031822500,5
17031822601,1.4
17031822602,6.8
17031822701,0
17031822702,1.1
17031822801,1.5
17031822802,0
17031822900,0
17031823001,3
17031823002,0.9
17031823101,7.2
17031823102,2.2
17031823200,12.9
17031823302,2
17031823303,0.9
17031823304,4.8
17031823400,7.4
17031823500,0.6
17031823602,14.3
17031823603,5.4
17031823604,17.7
17031823605,7.4
17031823702,6.3
17031823703,22
17031823704,1.4
17031823705,1.7
17031823801,12.3
17031823803,5.5
17031823805,1.6
17031823806,4.2
17031823901,21.2
17031823903,6.3
17031823904,2.1
17031824003,21.7
17031824004,27.4
17031824005,19.8
17031824006,36.1
17031824105,15.6
17031824106,3.6
17031824107,6
17031824108,13.3
17031824113,25.9
17031824114,29.2
17031824115,3.7
17031824116,13.8
17031824117,32.6
17031824119,32.8
17031824120,32.6
17031824121,2.8
17031824122,8.8
17031824123,3.8
17031824300,12.6
17031824400,28.5
17031824503,9.2
17031824505,1
17031824506,14.2
17031824507,2.7
17031824601,7.7
17031824602,4.4
17031824701,4.7
17031824702,3.7
17031824800,9.4
17031824900,18.4
17031825000,4.9
17031825200,6.7
17031825302,10.6
17031825303,12.1
17031825304,5.4
17031825400,12.2
17031825501,7.4
17031825503,0
17031825504,0.7
17031825505,6.5
17031825600,16.5
17031825700,5.4
17031825801,1.4
17031825802,1.3
17031825803,19.6
17031825900,2
17031826000,8.3
17031826100,0
17031826201,6.2
17031826202,3.8
17031826301,3.6
17031826303,3.8
17031826304,1.4
17031826401,0.5
17031826402,0.4
17031826500,0.7
17031826600,4.9
17031826700,1.7
17031826800,14.5
17031826901,0.6
17031826902,0
17031827000,0
17031827100,5.4
17031827200,6
17031827300,1.8
17031827400,12.5
17031827500,4.1
17031827600,0
17031827700,2.4
17031827801,0
17031827802,0
17031827804,2.8
17031827805,0
17031827901,7.9
17031827902,5.5
17031828000,4.5
17031828100,2.1
17031828201,16.7
17031828202,0.4
17031828300,0
17031828401,5.3
17031828402,6.2
17031828503,9.4
17031828504,9.9
17031828505,13.3
17031828506,28.3
17031828601,3.9
17031828602,0
17031828701,9
17031828702,1.1
17031828801,0.3
17031828802,0
17031828900,4.5
17031829000,12.8
17031829100,0.7
17031829200,1.1
17031829301,2.9
17031829302,1.7
17031829401,0
17031829402,0
17031829500,3.3
17031829600,11.7
17031829700,8.6
17031829800,1
17031829901,33.4
17031829902,3.9
17031830001,19.2
17031830003,27.3
17031830004,24.4
17031830005,8.9
17031830006,11.9
17031830007,10.7
17031830008,28.8
17031830100,4
17031830201,2.9
17031830202,19.9
17031830300,12
17031830400,0.5
17031830500,2
17031830600,3.9
17031830700,13.7
17031830800,4.2
17031830900,27.4
17031831000,32.5
17031831100,6.6
17031831200,0
17031831300,1
17031831400,0
17031831500,24.2
17031831600,6.3
17031831700,10
17031831800,4.5
17031831900,19.6
17031832000,22.6
17031832100,9.8
17031832200,12.3
17031832300,29.8
17031832400,18.8
17031832500,9.9
17031832600,10.7
17031832900,0.8
17031833000,43.3
17031833100,52.3
17031833300,6.7
17031833900,2.5
17031834000,6.4
17031834200,2.9
17031834300,14.1
17031834400,16.3
17031834500,7.6
17031834600,0
17031834700,14.1
17031834800,1.2
17031834900,2.7
17031835000,4.7
17031835100,0
17031835200,0.6
17031835500,3.7
17031835600,0.7
17031835700,71.3
17031835800,25.1
17031835900,38.9
17031836000,30.6
17031836100,20.7
17031836200,0
17031836300,0
17031836400,49.4
17031836500,46.5
17031836600,10.2
17031836700,16.1
17031836800,0.9
17031836900,11.7
17031837000,9
17031837100,24.4
17031837300,17.7
17031837400,11.4
17031837800,33.4
17031838000,37.5
17031838100,7.5
17031838200,0
17031838300,58.6
17031838600,13.6
17031838700,9.8
17031838800,0
17031839000,38.1
17031839100,40.8
17031839200,7.4
17031839500,7.6
17031839600,23
17031839700,14.8
17031839800,7.6
17031839900,20.6
17031840000,20.5
17031840100,8.8
17031840200,11.4
17031840300,4.6
17031840400,11.2
17031840700,0
17031840800,0.5
17031841000,63.4
17031841100,15.6
17031841200,1.9
17031841300,4.6
17031841400,4.1
17031841500,17.2
17031841600,11.4
17031841700,0.8
17031841800,10.9
17031841900,49.2
17031842000,39.3
17031842100,1.5
17031842200,65.8
17031842300,42
17031842400,5.9
17031842500,2.5
17031842600,8.7
17031842800,0
17031842900,25.6
17031843000,19
17031843100,2.8
17031843200,1.8
17031843300,22.1
17031843400,0.9
17031843500,0
17031843600,20
17031843700,25.6
17031843800,9.3
17031843900,4.8
17031980000,0
17031980100,0
17031990000,0
