GEOID,perc_insured_2018
17031251500,82.4
17031251600,88.4
17031251700,81.7
17031251800,83.4
17031251900,87
17031252000,88.6
17031252101,79
17031252102,84.6
17031252201,85.4
17031252202,90.1
17031260100,86.9
17031260200,86.2
17031260300,87.3
17031260400,89.8
17031260500,88.9
17031260600,87.4
17031260700,89.6
17031260800,88.8
17031260900,88.2
17031261000,86.3
17031270500,93.5
17031271200,88.8
17031271300,94.1
17031271400,93.6
17031271500,92.7
17031271800,89.3
17031280100,98.2
17031280400,97.5
17031280800,86
17031280900,93.9
17031281900,95.4
17031282700,93.6
17031282800,95.5
17031283100,94
17031283200,96.2
17031283800,93.6
17031290900,92.4
17031291200,88.4
17031291600,86
17031292200,85.4
17031292400,86.8
17031292500,85
17031300500,71.2
17031300600,78.4
17031300700,73.1
17031300800,76.8
17031300900,69.1
17031301100,72.1
17031301200,88
17031301600,79.9
17031301701,76.1
17031301702,72.6
17031301801,75.3
17031301802,68.3
17031301803,70.5
17031310200,92.4
17031310300,80.4
17031310400,91.1
17031310500,71.8
17031310600,80.4
17031310700,80.2
17031310800,74.4
17031310900,83.2
17031320100,98.2
17031320400,92
17031320600,98.9
17031330100,98.1
17031330200,92.2
17031340300,89.8
17031340400,81.4
17031340500,92.6
17031340600,92.8
17031350100,94.9
17031350400,88.6
17031351000,87.4
17031351100,94.4
17031351400,91.3
17031351500,95.6
17031360200,90.2
17031380100,97.4
17031380200,96
17031380500,93.3
17031380700,91.2
17031381200,96.9
17031381400,80.5
17031381500,86.4
17031381700,-
17031381800,81.6
17031381900,89.3
17031390100,91
17031390200,91.8
17031390300,93.5
17031390400,94.2
17031390500,96
17031390600,95.7
17031390700,95.9
17031400300,93.5
17031400400,94.2
17031400500,86.9
17031400800,93
17031410100,84.6
17031410200,95.6
17031410500,96.8
17031410600,95
17031410700,97
17031410800,90.9
17031410900,94.9
17031411000,89.8
17031411100,98.4
17031411200,98.3
17031420100,91.2
17031420200,97.7
17031420300,94.7
17031420400,86.4
17031420500,92.5
17031420600,91.4
17031420700,90.9
17031420800,92.5
17031421200,88.5
17031430101,88.7
17031430102,91.7
17031430200,87.7
17031430300,95.1
17031430400,94.8
17031430500,92.6
17031430600,95.3
17031430700,88.2
17031430800,89.4
17031430900,94.9
17031431200,96.3
17031431301,90.4
17031431302,82.6
17031431400,89.2
17031440101,85.5
17031440102,85.7
17031440201,91.1
17031440202,92
17031440300,87.8
17031440600,90.4
17031440700,84
17031440800,92.3
17031440900,89.5
17031450300,94.2
17031460100,86.8
17031460200,83.1
17031460301,86.2
17031460302,88.3
17031460400,93
17031460500,98.1
17031460600,81.8
17031460700,90.9
17031461000,91.7
17031470100,86.8
17031480100,89.6
17031480200,93.2
17031480300,87
17031480400,94
17031480500,92
17031490300,92.6
17031490400,88.7
17031490500,89.1
17031490600,89.4
17031490700,91.8
17031490800,91.3
17031490901,92.5
17031490902,93
17031491000,93.1
17031491100,95.3
17031491200,92.4
17031491300,83.7
17031491400,90.6
17031500100,95.2
17031500200,93.2
17031500300,80.8
17031510100,89
17031510200,92.2
17031510300,95.7
17031520100,84.4
17031520200,83.7
17031520300,85.5
17031520400,85
17031520500,97.3
17031520600,84.7
17031530100,83.8
17031530200,91.9
17031530300,91.9
17031530400,90.1
17031530501,90.4
17031530502,92.6
17031530503,93.4
17031530600,88.8
17031540101,91.8
17031540102,90.1
17031550100,83.6
17031550200,94.2
17031560100,89.9
17031560200,88.7
17031560300,88.2
17031560400,87.8
17031560700,86.2
17031560800,91.9
17031560900,95.9
17031561000,98.1
17031561100,92
17031570100,89
17031570200,85.3
17031570300,83.9
17031570400,78.4
17031570500,87.2
17031580100,82.8
17031580200,76.4
17031580300,81.6
17031580400,84.4
17031580501,73.1
17031580502,80.1
17031580600,84.2
17031580700,79
17031580800,74.8
17031590500,87.7
17031590600,88.8
17031590700,85.7
17031600400,86.2
17031600600,80
17031600700,89.2
17031600900,84.9
17031610300,79
17031610400,75.2
17031610800,97.7
17031611000,82.2
17031611100,76.3
17031611200,86.1
17031611300,84.5
17031611400,70.4
17031611500,64.9
17031611600,75.5
17031611700,81.2
17031611800,79.7
17031611900,82.2
17031612000,89.8
17031612100,92.5
17031620100,90.4
17031620200,92.2
17031620300,88.8
17031620400,91.3
17031630100,78.4
17031630200,86.5
17031630300,84.7
17031630400,81.7
17031630500,78.7
17031630800,83
17031630900,86
17031640100,92.7
17031640300,93
17031640400,87.5
17031640500,92.4
17031640600,91.7
17031640700,83.5
17031640800,89.6
17031650100,83.3
17031650200,84.4
17031650301,91.7
17031650302,88.4
17031650400,87.9
17031650500,89.6
17031660301,78.7
17031660302,79.9
17031660400,77
17031660500,82
17031660600,81.4
17031660700,92
17031660800,82.2
17031660900,85.6
17031661000,85.5
17031661100,83.7
17031670100,81.8
17031670200,91.5
17031670300,85.2
17031670400,85.7
17031670500,85.1
17031670600,89.8
17031670700,91.7
17031670800,85.8
17031670900,90.2
17031671100,97.2
17031671200,89.4
17031671300,91.4
17031671400,94.3
17031671500,88.4
17031671600,83.9
17031671800,93.3
17031671900,84.3
17031672000,89
17031680500,87.4
17031680600,80.8
17031680900,90.4
17031681000,88.9
17031681100,84.9
17031681200,85.9
17031681300,81.2
17031681400,83.2
17031690300,96.7
17031690400,88.6
17031690500,99.2
17031690900,93.3
17031691000,88.9
17031691100,88.3
17031691200,94.1
17031691300,89.3
17031691400,84.9
17031691500,90.5
17031700100,92.6
17031700200,86.7
17031700301,89.9
17031700302,93.5
17031700401,91.4
17031700402,90.3
17031700501,95.1
17031700502,95.6
17031710100,90.4
17031710200,94.1
17031710300,86.9
17031710400,91.1
17031710500,90.9
17031710600,87.3
17031710700,91
17031710800,93.4
17031710900,89.9
17031711000,90.6
17031711100,87.2
17031711200,90.5
17031711300,87
17031711400,87.5
17031711500,82.5
17031720100,96.1
17031720200,95.3
17031720300,97.7
17031720400,93.9
17031720500,98.6
17031720600,98.3
17031720700,94.7
17031730100,90.5
17031730201,89.3
17031730202,88
17031730300,93.4
17031730400,95.5
17031730500,89.2
17031730600,98.3
17031730700,93.8
17031740100,97.8
17031740200,98.2
17031740300,99
17031740400,95.3
17031750100,91.3
17031750200,97.6
17031750300,96.4
17031750400,94.9
17031750500,90.2
17031750600,94.2
17031760801,84.4
17031760802,94.5
17031760803,78.8
17031770201,95.8
17031770202,96
17031770300,96.9
17031770400,91.1
17031770500,76.5
17031770601,92.8
17031770602,72.9
17031770700,92.2
17031770800,88.6
17031770901,94.6
17031770902,92.4
17031800100,99.4
17031800200,96.8
17031800300,95.9
17031800400,99.2
17031800500,98.9
17031800600,98.1
17031800700,99.3
17031800800,96
17031800900,98.2
17031801000,97.5
17031801100,97.8
17031801200,97.9
17031801300,97.1
17031801400,99.3
17031801500,98.3
17031801601,97.5
17031801603,88.9
17031801605,100
17031801606,96.6
17031801607,90.8
17031801608,99
17031801701,99.3
17031801702,99
17031801800,98.9
17031801901,93.1
17031801902,96.6
17031802002,95
17031802003,97.1
17031802004,85.3
17031802100,99.5
17031802200,98.9
17031802300,97.2
17031802402,86.5
17031802403,96.3
17031802404,78.5
17031802503,91
17031802504,92.7
17031802505,78.3
17031802506,85.2
17031802605,94.9
17031802607,98.4
17031802608,94.1
17031802609,77.6
17031802610,95.1
17031802701,90.8
17031802702,97.7
17031802801,96.4
17031802802,95.1
17031802900,99.4
17031803005,95.3
17031803007,94.1
17031803008,96.7
17031803010,96.5
17031803012,92.6
17031803013,95.1
17031803014,85.7
17031803015,95.1
17031803016,96.1
17031803017,96
17031803100,97.8
17031803200,98
17031803300,94.2
17031803400,97.7
17031803500,98.8
17031803603,98.5
17031803604,94.7
17031803605,90.7
17031803606,72.5
17031803607,97.5
17031803608,93.2
17031803610,90.2
17031803611,83.2
17031803612,76
17031803701,96.2
17031803702,93.5
17031803800,96.9
17031803901,96.8
17031803902,96.9
17031804000,93.8
17031804102,98.7
17031804104,99.4
17031804105,98.7
17031804106,93.8
17031804108,91.9
17031804109,96.8
17031804201,98.7
17031804202,96.2
17031804305,91.9
17031804306,87.5
17031804308,92.8
17031804309,89.9
17031804310,91.8
17031804311,93.7
17031804403,87.6
17031804404,89.5
17031804405,88.7
17031804406,81.5
17031804505,95.2
17031804506,97.8
17031804507,94.6
17031804508,75.9
17031804509,83.3
17031804510,77
17031804511,77.8
17031804603,91.6
17031804606,99
17031804607,97
17031804608,91.5
17031804609,95.9
17031804610,93.3
17031804611,98.9
17031804701,92.5
17031804705,89.2
17031804706,93.7
17031804709,90.5
17031804710,96.9
17031804711,90.8
17031804712,93.3
17031804713,91.3
17031804714,94.3
17031804715,87.9
17031804716,94.6
17031804803,96.6
17031804804,92.4
17031804805,95.4
17031804806,87.6
17031804807,95.7
17031804808,94.6
17031804809,97.5
17031804810,88.5
17031804901,99.6
17031804902,93.8
17031805001,98.4
17031805002,80.7
17031805105,81.2
17031805106,93.9
17031805107,78.7
17031805108,85
17031805109,96
17031805110,96.6
17031805111,82.6
17031805112,87.2
17031805201,89.2
17031805202,93.8
17031805301,84
17031805302,93.4
17031805401,90.5
17031805402,90
17031805501,95.7
17031805502,98.6
17031805600,98.7
17031805701,98.4
17031805702,96.9
17031805801,98.5
17031805802,97.2
17031805901,94.4
17031805902,95.5
17031806001,83.4
17031806002,84.8
17031806003,85.4
17031806004,84
17031806102,95.4
17031806103,95.9
17031806104,83.7
17031806201,88.5
17031806202,94.1
17031806300,92
17031806400,96.4
17031806501,88.7
17031806502,92.7
17031806600,94.8
17031806700,98.3
17031806801,90.7
17031806802,91.9
17031806900,94.5
17031807000,89.3
17031807100,97.7
17031807200,91.6
17031807300,91.7
17031807400,83.3
17031807500,97.2
17031807600,92.7
17031807700,92.5
17031807800,96.4
17031807900,95.2
17031808001,91
17031808002,91.9
17031808100,96.1
17031808200,91.3
17031808301,96.7
17031808302,95.8
17031808400,95.3
17031808500,97.1
17031808600,99.2
17031808702,95.9
17031808800,98.5
17031808900,98.9
17031809000,99.8
17031809100,95.6
17031809200,86.7
17031809300,98.4
17031809400,97.9
17031809500,96.5
17031809600,93.5
17031809700,96.2
17031809800,97.6
17031809900,98.8
17031810000,93.7
17031810100,96.6
17031810200,86.2
17031810301,91.8
17031810302,94.2
17031810400,95.5
17031810501,96
17031810502,92.6
17031810600,88.3
17031810701,86.1
17031810702,92.6
17031810800,90.2
17031810900,91.3
17031811000,95.2
17031811100,85.3
17031811200,93.3
17031811301,89
17031811302,83.4
17031811401,94.7
17031811402,92.6
17031811500,91.9
17031811600,83.9
17031811701,69.1
17031811702,85.2
17031811800,92.8
17031811900,97.4
17031812000,97.8
17031812100,97.7
17031812200,98.9
17031812301,95.6
17031812302,98.3
17031812400,98.8
17031812500,95.8
17031812600,90.8
17031812700,94.9
17031812801,97.7
17031812802,94.9
17031812900,97.9
17031813000,97.5
17031813100,97
17031813200,95.5
17031813301,75.7
17031813302,74.7
17031813400,76.6
17031813500,81.2
17031813600,79.3
17031813701,74.7
17031813702,77.1
17031813801,75.6
17031813802,78
17031813900,79.4
17031814000,83.1
17031814100,82.2
17031814200,81.1
17031814300,77.8
17031814400,88.1
17031814500,88.2
17031814600,86.2
17031814700,86.6
17031814800,91.5
17031814900,84.6
17031815000,83.2
17031815100,91.1
17031815200,86.5
17031815300,94.7
17031815400,89.5
17031815500,88.6
17031815600,93.1
17031815701,98.9
17031815702,89.6
17031815800,97
17031815900,93.9
17031816000,96.8
17031816100,87.6
17031816200,92.7
17031816300,86.2
17031816401,72.5
17031816402,86.7
17031816500,84.3
17031816600,76.3
17031816700,79.4
17031816800,91.1
17031816900,90.7
17031817000,91.6
17031817101,94.5
17031817102,90.2
17031817200,88.5
17031817300,88
17031817400,91.5
17031817500,85.3
17031817600,86
17031817700,93.6
17031817900,90.1
17031818000,93
17031818100,97.2
17031818200,95
17031818300,94.4
17031818401,89.6
17031818402,92
17031818500,93.8
17031818600,96
17031818700,97.8
17031818800,97.3
17031818900,97.8
17031819000,98.8
17031819100,84.4
17031819200,91
17031819300,94.8
17031819400,93.7
17031819500,98.6
17031819600,95.8
17031819700,99.2
17031819801,99.3
17031819802,99.5
17031819900,99.5
17031820000,98.3
17031820101,98.2
17031820103,89.6
17031820104,94.4
17031820201,97.4
17031820202,77.9
17031820300,83.6
17031820400,80.6
17031820501,89.9
17031820502,92.9
17031820603,91.4
17031820604,80.9
17031820605,84.4
17031820606,88.8
17031820700,89.6
17031820800,90.2
17031820901,87.7
17031820902,87.1
17031821001,91
17031821002,90.1
17031821101,84.9
17031821102,94.4
17031821200,88.6
17031821300,88.7
17031821401,85.7
17031821402,91.1
17031821500,87.8
17031821600,90.5
17031821700,97.8
17031821800,96.8
17031821900,94.5
17031822000,91.3
17031822101,95.7
17031822102,92.1
17031822200,93.3
17031822301,91.4
17031822302,91.1
17031822400,92.7
17031822500,96.7
17031822601,92.2
17031822602,90.2
17031822701,93.8
17031822702,93.7
17031822801,92.4
17031822802,97.9
17031822900,85.9
17031823001,88.1
17031823002,86.4
17031823101,88.5
17031823102,88.5
17031823200,95.3
17031823302,90.9
17031823303,91
17031823304,92.4
17031823400,91.1
17031823500,85.5
17031823602,96.3
17031823603,82.2
17031823604,97.7
17031823605,96.1
17031823702,88
17031823703,83.9
17031823704,96.4
17031823705,93.1
17031823801,98.1
17031823803,89.4
17031823805,92.3
17031823806,87.9
17031823901,95
17031823903,96.9
17031823904,97
17031824003,96.2
17031824004,97.9
17031824005,96.5
17031824006,97.6
17031824105,96.4
17031824106,94.7
17031824107,96.9
17031824108,97.1
17031824113,94.6
17031824114,96.2
17031824115,96.8
17031824116,87.5
17031824117,95.8
17031824119,97.8
17031824120,98
17031824121,95.7
17031824122,94.7
17031824123,91.3
17031824300,89.2
17031824400,90.6
17031824503,96.9
17031824505,94.1
17031824506,93.8
17031824507,95.1
17031824601,94.1
17031824602,93.7
17031824701,92.7
17031824702,91
17031824800,90.9
17031824900,94.9
17031825000,89.1
17031825200,91
17031825302,90.3
17031825303,92.7
17031825304,92.4
17031825400,99.2
17031825501,95.8
17031825503,92.9
17031825504,95.4
17031825505,91.9
17031825600,91.7
17031825700,91.7
17031825801,86.1
17031825802,93.4
17031825803,91.9
17031825900,87.8
17031826000,89.2
17031826100,88.6
17031826201,89.5
17031826202,90.5
17031826301,89.4
17031826303,87.8
17031826304,88.7
17031826401,90.5
17031826402,90.3
17031826500,89
17031826600,92.5
17031826700,91.8
17031826800,82.3
17031826901,90.8
17031826902,78.6
17031827000,82.5
17031827100,89.2
17031827200,85.6
17031827300,88.6
17031827400,88.4
17031827500,83.9
17031827600,93.1
17031827700,91.9
17031827801,93
17031827802,95
17031827804,97.1
17031827805,97.2
17031827901,96.3
17031827902,90
17031828000,93.5
17031828100,96.3
17031828201,91.1
17031828202,94.9
17031828300,91.4
17031828401,95.8
17031828402,94.7
17031828503,90.6
17031828504,88.1
17031828505,86.4
17031828506,95.2
17031828601,96
17031828602,95.9
17031828701,96.7
17031828702,93.6
17031828801,97.1
17031828802,91.3
17031828900,80.4
17031829000,89.5
17031829100,91.3
17031829200,87.9
17031829301,94.2
17031829302,85.8
17031829401,90
17031829402,93.5
17031829500,87.9
17031829600,92.6
17031829700,89.4
17031829800,97.2
17031829901,86.8
17031829902,94.3
17031830001,93.1
17031830003,92.3
17031830004,90.1
17031830005,96.5
17031830006,96.1
17031830007,96.8
17031830008,93.3
17031830100,98.5
17031830201,84.8
17031830202,93.2
17031830300,88.6
17031830400,98.4
17031830500,68.5
17031830600,81.4
17031830700,87
17031830800,95.4
17031830900,96.1
17031831000,97.2
17031831100,76.5
17031831200,76
17031831300,87.6
17031831400,85.8
17031831500,81.5
17031831600,88.3
17031831700,86.1
17031831800,93
17031831900,98.2
17031832000,94.4
17031832100,87.7
17031832200,97.3
17031832300,96.8
17031832400,92.6
17031832500,98.8
17031832600,98.3
17031832900,99.3
17031833000,99.3
17031833100,98.3
17031833300,95.9
17031833900,88
17031834000,95.5
17031834200,94
17031834300,94.4
17031834400,96.4
17031834500,90.3
17031834600,90.1
17031834700,89.6
17031834800,85.4
17031834900,94.9
17031835000,84.2
17031835100,86.2
17031835200,90.4
17031835500,88.8
17031835600,95.1
17031835700,88.9
17031835800,95.7
17031835900,92.3
17031836000,95.1
17031836100,92.5
17031836200,95.3
17031836300,88
17031836400,95.1
17031836500,91.1
17031836600,91.3
17031836700,91.7
17031836800,87.7
17031836900,85.1
17031837000,94.3
17031837100,89.2
17031837300,91.8
17031837400,85.1
17031837800,91.7
17031838000,94.6
17031838100,93
17031838200,96.4
17031838300,95.6
17031838600,90.2
17031838700,90.7
17031838800,89.3
17031839000,98.7
17031839100,94.5
17031839200,88.2
17031839500,94.1
17031839600,96
17031839700,91
17031839800,87.7
17031839900,94.4
17031840000,95
17031840100,82.6
17031840200,90.4
17031840300,88.8
17031840400,87.9
17031840700,85
17031840800,71.8
17031841000,97.4
17031841100,88.7
17031841200,84.5
17031841300,81.3
17031841400,89.3
17031841500,92.2
17031841600,92.2
17031841700,80.7
17031841800,90.3
17031841900,93
17031842000,96.1
17031842100,82.8
17031842200,97.1
17031842300,95.2
17031842400,85.2
17031842500,92.6
17031842600,92.8
17031842800,74.7
17031842900,86.4
17031843000,89.1
17031843100,93.3
17031843200,85.5
17031843300,86
17031843400,85.5
17031843500,75.7
17031843600,95
17031843700,94.5
17031843800,88.1
17031843900,90.1
17031980000,-
17031980100,-
17031990000,-
