,census_tract,EDU_2018
225,1907.02,22.9
226,1908,19.2
227,1909,19
228,1910,18.5
229,1911,11.4
230,1912,14
231,1913.01,20.7
232,1913.02,19.7
233,2001,21.3
234,2002,34.5
235,2003,29.3
236,2004.01,11.4
237,2004.02,27.5
238,2101,29.6
239,2104,22.6
240,2105.01,34.5
241,2105.02,26.2
242,2106.01,34.8
243,2106.02,38.4
244,2107,35.1
245,2108,46.6
246,2109,23.7
247,2203,31.9
248,2204,57.8
249,2205,54.2
250,2206.01,24.8
251,2206.02,39.6
252,2207.01,20.4
253,2207.02,30.7
254,2209.01,19
255,2209.02,18.5
256,2210,24.1
257,2211,45.2
258,2212,38.6
259,2213,57.3
260,2214,30.6
261,2215,36.6
262,2216,39.3
263,2222,49.6
264,2225,34
265,2226,43.9
266,2227,13.5
267,2228,35.4
268,2229,22.3
269,2301,29.4
270,2302,22
271,2303,28.2
272,2304,36
273,2305,30.3
274,2306,24.3
275,2307,11.6
276,2308,25.3
277,2309,23.1
278,2311,26.5
279,2312,19.4
280,2315,22.7
281,2402,28.4
282,2403,30.5
283,2405,37.8
284,2406,38.1
285,2407,29
286,2408,36.1
287,2409,46.3
288,2410,20.2
289,2411,37.3
290,2412,44.3
291,2413,28.8
292,2414,54.9
293,2415,28.7
294,2416,74.3
295,2420,65
296,2421,51.6
297,2422,52.7
298,2423,60.4
299,2424,62.6
300,2425,40.9
301,2426,31.3
302,2427,33.8
303,2428,34.2
304,2429,40.3
305,2430,32.3
306,2431,37.9
307,2432,26.4
308,2433,37.9
309,2434,42.9
310,2435,45.9
311,2502,14.4
312,2503,29.8
313,2504,28.5
314,2505,29.3
315,2506,13.6
316,2507,10.3
317,2508,21
318,2510,20.2
319,2511,11.4
320,2512,27.3
321,2513,29.7
322,2514,24.6
323,2515,12
324,2516,16.4
325,2517,31.6
326,2518,15.5
327,2519,18.5
328,2520,33.7
329,2521.01,27.8
330,2521.02,15.4
331,2522.01,28
332,2522.02,12.2
333,2601,18.4
334,2602,25.2
335,2603,3.4
336,2604,0
337,2605,7.7
338,2606,12
339,2607,4.5
340,2608,15.4
341,2609,0
342,2610,19
343,2705,11.9
344,2712,17.4
345,2713,12.5
346,2714,12.2
347,2715,8.9
348,2718,16
349,2801,75.3
350,2804,11.6
351,2808,44.8
352,2809,18.3
353,2819,88.6
354,2827,35
355,2828,76.9
356,2831,59.2
357,2832,58.3
358,2838,38.4
359,2909,24.2
360,2912,19.2
361,2916,30.5
362,2922,17.9
363,2924,33
364,2925,19.5
365,3005,23.9
366,3006,29.2
367,3007,11.5
368,3008,15.2
369,3009,22
370,3011,18.8
371,3012,16.2
372,3016,17.3
373,3017.01,23
374,3017.02,15.4
375,3018.01,12.6
376,3018.02,17.3
377,3018.03,15
378,3102,48
379,3103,40
380,3104,47.4
381,3105,32.8
382,3106,57.7
383,3107,58.5
384,3108,34.3
385,3109,27.4
386,3201,80.6
387,3204,98.5
388,3206,80.2
389,3301,47.3
390,3302,17.3
391,3403,31.4
392,3404,41.1
393,3405,64.7
394,3406,13.7
395,3501,94.4
396,3504,8.9
397,3510,81.5
398,3511,14.5
399,3514,13.1
400,3515,62.6
401,3602,19.7
402,3801,22
403,3802,35.5
404,3805,8.9
405,3807,44.5
406,3812,50.7
407,3814,22.3
408,3815,18.2
409,3817,-
410,3818,59
411,3819,19.3
412,3901,27.2
413,3902,23.2
414,3903,25
415,3904,37.4
416,3905,43.5
417,3906,35.4
418,3907,73.6
419,4003,11.6
420,4004,20.3
421,4005,18.6
422,4008,17.7
423,4101,81.7
424,4102,88.9
425,4105,79.8
426,4106,69.5
427,4107,86.6
428,4108,67.5
429,4109,59.1
430,4110,75.6
431,4111,66.6
432,4112,53.7
433,4201,15.4
434,4202,37.7
435,4203,91.7
436,4204,74.9
437,4205,34
438,4206,27.2
439,4207,31.1
440,4208,35.3
441,4212,21.8
442,4301.01,23
443,4301.02,38.6
444,4302,21.4
445,4303,19.7
446,4304,16.3
447,4305,23.7
448,4306,40.9
449,4307,32.5
450,4308,17
451,4309,42.4
452,4312,23.6
453,4313.01,30.4
454,4313.02,26.3
455,4314,24.3
456,4401.01,24.2
457,4401.02,41.1
458,4402.01,23.7
459,4402.02,29.6
460,4403,29.2
461,4406,36.7
462,4407,30.8
463,4408,24.7
464,4409,14.1
465,4503,36.8
466,4601,21.1
467,4602,19.8
468,4603.01,12.4
469,4603.02,17.1
470,4604,9.9
471,4605,29.8
472,4606,22.3
473,4607,18.6
474,4610,26.1
475,4701,27.4
476,4801,39.4
477,4802,31.4
478,4803,23.6
479,4804,30.1
480,4805,21.8
481,4903,26.4
482,4904,67.5
483,4905,45.2
484,4906,25
485,4907,23.4
486,4908,29.2
487,4909.01,20.4
488,4909.02,22.4
489,4910,6.3
490,4911,27.2
491,4912,20.2
492,4913,22.1
493,4914,26.9
494,5001,40.1
495,5002,35.5
496,5003,42.1
497,5101,18.2
498,5102,26.1
499,5103,15.7
500,5201,18.9
501,5202,10.3
502,5203,15.2
503,5204,24.8
504,5205,25.6
505,5206,11.5
506,5301,26.1
507,5302,20.6
508,5303,17.8
509,5304,39
510,5305.01,13.6
511,5305.02,37.9
512,5305.03,20.1
513,5306,27
514,5401.01,11.9
515,5401.02,13.8
516,5501,31.8
517,5502,25.3
518,5601,15
519,5602,33.7
520,5603,31
521,5604,20.4
522,5607,14.9
523,5608,18.1
524,5609,38.2
525,5610,23
526,5611,20.7
527,5701,22.9
528,5702,28.1
529,5703,17.7
530,5704,21.4
531,5705,24
532,5801,24
533,5802,16.6
534,5803,25.9
535,5804,16.2
536,5805.01,17.9
537,5805.02,31.8
538,5806,26.4
539,5807,23.5
540,5808,23
541,5905,45.9
542,5906,33
543,5907,22.7
544,6004,33.9
545,6006,24.6
546,6007,22.3
547,6009,34.7
548,6103,13.3
549,6104,15.9
550,6108,22.2
551,6110,17.7
552,6111,17.6
553,6112,9.3
554,6113,19.9
555,6114,23.5
556,6115,12.2
557,6116,24.8
558,6117,24.6
559,6118,23.6
560,6119,6.2
561,6120,8.1
562,6121,14.5
563,6201,23
564,6202,19.2
565,6203,19.6
566,6204,20.2
567,6301,24.3
568,6302,18.8
569,6303,15.5
570,6304,19.5
571,6305,11.1
572,6308,20.6
573,6309,18.4
574,6401,37.2
575,6403,23.3
576,6404,21.9
577,6405,26.4
578,6406,18.4
579,6407,15.8
580,6408,15.9
581,6501,14.5
582,6502,11.7
583,6503.01,17.5
584,6503.02,14.3
585,6504,15.1
586,6505,24
587,6603.01,8.7
588,6603.02,17
589,6604,21.3
590,6605,10.6
591,6606,26.4
592,6607,28.7
593,6608,13
594,6609,10.3
595,6610,16.3
596,6611,25.2
597,6701,9.2
598,6702,15.4
599,6703,26.5
600,6704,14.5
601,6705,17.2
602,6706,13.7
603,6707,0
604,6708,12.9
605,6709,19.6
606,6711,4.8
607,6712,2.2
608,6713,18.3
609,6714,35.2
610,6715,17.4
611,6716,33.3
612,6718,18.2
613,6719,13
614,6720,8.3
615,6805,8
616,6806,25.7
617,6809,23.4
618,6810,40.3
619,6811,11.4
620,6812,12.3
621,6813,18.9
622,6814,17.8
623,6903,23.3
624,6904,41.2
625,6905,18.9
626,6909,22.9
627,6910,30.6
628,6911,23.1
629,6912,14
630,6913,36.3
631,6914,25.1
632,6915,18
633,7001,22.8
634,7002,20.1
635,7003.01,16.5
636,7003.02,18.2
637,7004.01,25.3
638,7004.02,21.3
639,7005.01,42.4
640,7005.02,30.3
641,7101,25.1
642,7102,17.8
643,7103,20.7
644,7104,18.4
645,7105,24.6
646,7106,19.8
647,7107,12.8
648,7108,47.4
649,7109,17.8
650,7110,25
651,7111,26
652,7112,29
653,7113,14
654,7114,23
655,7115,30.1
656,7201,20.9
657,7202,19.3
658,7203,27.9
659,7204,16.6
660,7205,12.6
661,7206,20.5
662,7207,32.9
663,7301,25.7
664,7302.01,32.5
665,7302.02,25.5
666,7303,22.7
667,7304,34.1
668,7305,21.1
669,7306,15.2
670,7307,22.2
671,7401,22.4
672,7402,46.9
673,7403,15.2
674,7404,24
675,7501,50.9
676,7502,21
677,7503,16.3
678,7504,31.3
679,7505,11.9
680,7506,16.2
681,7608.01,50.5
682,7608.02,19.6
683,7608.03,26.6
684,7702.01,29.3
685,7702.02,32.4
686,7703,30.2
687,7704,44.9
688,7705,14.3
689,7706.01,39.9
690,7706.02,18.3
691,7707,38.3
692,7708,33.4
693,7709.01,29.5
694,7709.02,20.1
695,8001,17.4
696,8002,10.1
697,8003,19.7
698,8004,9.5
699,8005,12.5
700,8006,10.2
701,8007,11.7
702,8008,11.6
703,8009,16.7
704,8010,15.6
705,8011,8.7
706,8012,13.9
707,8013,14.5
708,8014,23.6
709,8015,11.7
710,8016.01,27.9
711,8016.03,21.6
712,8016.05,15.1
713,8016.06,15
714,8016.07,24.5
715,8016.08,17.9
716,8017.01,13.6
717,8017.02,8.7
718,8018,9.4
719,8019.01,14.3
720,8019.02,12.3
721,8020.02,10
722,8020.03,21
723,8020.04,31.4
724,8021,5.6
725,8022,10.4
726,8023,8.6
727,8024.02,21.6
728,8024.03,23.4
729,8024.04,24.7
730,8025.03,21.1
731,8025.04,22.8
732,8025.05,24.3
733,8025.06,14.3
734,8026.05,29.1
735,8026.07,10.2
736,8026.08,15
737,8026.09,30.2
738,8026.1,20.3
739,8027.01,24.5
740,8027.02,30.4
741,8028.01,23.7
742,8028.02,16.1
743,8029,10.3
744,8030.05,33.9
745,8030.07,29.1
746,8030.08,17.7
747,8030.1,12.6
748,8030.12,34.6
749,8030.13,25.2
750,8030.14,31.2
751,8030.15,18.5
752,8030.16,15.1
753,8030.17,32.5
754,8031,20.3
755,8032,29
756,8033,11.6
757,8034,15.5
758,8035,18.6
759,8036.03,26.2
760,8036.04,21.4
761,8036.05,29.7
762,8036.06,9.3
763,8036.07,20.6
764,8036.08,19.4
765,8036.1,24
766,8036.11,16.5
767,8036.12,15.9
768,8037.01,20
769,8037.02,21.4
770,8038,25.1
771,8039.01,23
772,8039.02,29.8
773,8040,34.1
774,8041.02,24.9
775,8041.04,24
776,8041.05,20.6
777,8041.06,21
778,8041.08,23
779,8041.09,16.5
780,8042.01,13.1
781,8042.02,15.6
782,8043.05,19.2
783,8043.06,33.9
784,8043.08,26.9
785,8043.09,24.6
786,8043.1,16.5
787,8043.11,20.2
788,8044.03,20.7
789,8044.04,21.9
790,8044.05,22.3
791,8044.06,15.1
792,8045.05,22.7
793,8045.06,25.4
794,8045.07,18.1
795,8045.08,28.6
796,8045.09,23.6
797,8045.1,12.3
798,8045.11,17.1
799,8046.03,31.2
800,8046.06,26.5
801,8046.07,30.6
802,8046.08,21.7
803,8046.09,27.3
804,8046.1,26
805,8046.11,23
806,8047.01,18.2
807,8047.05,34.8
808,8047.06,33.7
809,8047.09,31
810,8047.1,26.2
811,8047.11,16.1
812,8047.12,15.7
813,8047.13,38
814,8047.14,29.7
815,8047.15,26.3
816,8047.16,19.5
817,8048.03,15.4
818,8048.04,32.5
819,8048.05,24.4
820,8048.06,27.4
821,8048.07,21.5
822,8048.08,21.7
823,8048.09,24.7
824,8048.1,16
825,8049.01,20.7
826,8049.02,23.1
827,8050.01,22.6
828,8050.02,30.3
829,8051.05,13.7
830,8051.06,31.6
831,8051.07,25.7
832,8051.08,27.7
833,8051.09,28.3
834,8051.1,16.9
835,8051.11,28.8
836,8051.12,27.8
837,8052.01,32.3
838,8052.02,21
839,8053.01,43.1
840,8053.02,38.4
841,8054.01,30.1
842,8054.02,38.6
843,8055.01,18.8
844,8055.02,17.1
845,8056,27.9
846,8057.01,16.9
847,8057.02,18.5
848,8058.01,13.6
849,8058.02,23.7
850,8059.01,31.7
851,8059.02,23.9
852,8060.01,46.2
853,8060.02,36.2
854,8060.03,34.4
855,8060.04,35.2
856,8061.02,26.3
857,8061.03,19.1
858,8061.04,28.5
859,8062.01,21.1
860,8062.02,25.9
861,8063,27.4
862,8064,26
863,8065.01,20.7
864,8065.02,31.7
865,8066,13.4
866,8067,22.2
867,8068.01,26.8
868,8068.02,18.1
869,8069,32.3
870,8070,20.9
871,8071,18.1
872,8072,27.4
873,8073,33.4
874,8074,33.6
875,8075,27.6
876,8076,39.7
877,8077,26.9
878,8078,20
879,8079,24.3
880,8080.01,33.8
881,8080.02,21.4
882,8081,19.3
883,8082,34.8
884,8083.01,31.1
885,8083.02,36.5
886,8084,26.4
887,8085,27.8
888,8086,17.9
889,8087.02,98
890,8088,50.6
891,8089,14.4
892,8090,13.9
893,8091,7.4
894,8092,30.4
895,8093,85
896,8094,86.2
897,8095,66.3
898,8096,21.9
899,8097,14
900,8098,29.7
901,8099,18
902,8100,41.7
903,8101,22.3
904,8102,25.6
905,8103.01,22.7
906,8103.02,19.1
907,8104,19.3
908,8105.01,26.4
909,8105.02,34.4
910,8106,36.5
911,8107.01,21.6
912,8107.02,17.7
913,8108,45.5
914,8109,27.7
915,8110,33.2
916,8111,28.3
917,8112,19
918,8113.01,11.8
919,8113.02,14.1
920,8114.01,23.9
921,8114.02,40.1
922,8115,34.2
923,8116,24.8
924,8117.01,26.2
925,8117.02,22.9
926,8118,25.1
927,8119,51.7
928,8120,18.8
929,8121,10.6
930,8122,15.1
931,8123.01,48.1
932,8123.02,23.4
933,8124,18.8
934,8125,28.8
935,8126,34.9
936,8127,32.5
937,8128.01,33.6
938,8128.02,36.2
939,8129,18.7
940,8130,26.5
941,8131,31.8
942,8132,21.8
943,8133.01,10.9
944,8133.02,23
945,8134,14.4
946,8135,24.4
947,8136,25.9
948,8137.01,11.8
949,8137.02,12.9
950,8138.01,19.8
951,8138.02,16.8
952,8139,21.2
953,8140,25.2
954,8141,23.2
955,8142,19.7
956,8143,19.4
957,8144,25.9
958,8145,30.3
959,8146,28.6
960,8147,25.9
961,8148,38.4
962,8149,28.1
963,8150,26.6
964,8151,28.9
965,8152,18.9
966,8153,22.6
967,8154,23
968,8155,28.3
969,8156,21.8
970,8157.01,22
971,8157.02,16.7
972,8158,17.5
973,8159,64.3
974,8160,51.3
975,8161,40.8
976,8162,22.2
977,8163,20.9
978,8164.01,19.9
979,8164.02,7.6
980,8165,13.2
981,8166,11.7
982,8167,15
983,8168,25.4
984,8169,21.6
985,8170,21.1
986,8171.01,33.1
987,8171.02,23
988,8172,27.8
989,8173,34.2
990,8174,26
991,8175,29.2
992,8176,35.2
993,8177,29.8
994,8179,36.6
995,8180,30.7
996,8181,16
997,8182,28.2
998,8183,25.5
999,8184.01,21.3
1000,8184.02,38.4
1001,8185,23.6
1002,8186,16.8
1003,8187,25.5
1004,8188,20.7
1005,8189,18.5
1006,8190,14.2
1007,8191,25.1
1008,8192,33.6
1009,8193,27.4
1010,8194,18.7
1011,8195,17.9
1012,8196,10.8
1013,8197,11.1
1014,8198.01,9.4
1015,8198.02,18.1
1016,8199,8.6
1017,8200,8.4
1018,8201.01,21.3
1019,8201.03,22.3
1020,8201.04,27.8
1021,8202.01,24.6
1022,8202.02,13.5
1023,8203,22.4
1024,8204,22.3
1025,8205.01,38.8
1026,8205.02,28.4
1027,8206.03,17.8
1028,8206.04,20.3
1029,8206.05,38.9
1030,8206.06,26.9
1031,8207,7.1
1032,8208,17.1
1033,8209.01,17.2
1034,8209.02,22.4
1035,8210.01,30.7
1036,8210.02,26.3
1037,8211.01,25.5
1038,8211.02,22.4
1039,8212,17.2
1040,8213,21.9
1041,8214.01,24.7
1042,8214.02,21.8
1043,8215,24
1044,8216,27.4
1045,8217,21.9
1046,8218,34.4
1047,8219,22.1
1048,8220,19.3
1049,8221.01,21
1050,8221.02,41
1051,8222,29.5
1052,8223.01,45.2
1053,8223.02,35.1
1054,8224,25.2
1055,8225,23.9
1056,8226.01,25.3
1057,8226.02,34.1
1058,8227.01,37.3
1059,8227.02,28.6
1060,8228.01,34.5
1061,8228.02,27.3
1062,8229,30.4
1063,8230.01,29.9
1064,8230.02,27.9
1065,8231.01,28.8
1066,8231.02,35.4
1067,8232,24.8
1068,8233.02,20.3
1069,8233.03,36
1070,8233.04,23.1
1071,8234,36.7
1072,8235,19.1
1073,8236.02,33.4
1074,8236.03,16.9
1075,8236.04,18.7
1076,8236.05,45.3
1077,8237.02,31.8
1078,8237.03,25.7
1079,8237.04,26.6
1080,8237.05,20.8
1081,8238.01,19.3
1082,8238.03,38.7
1083,8238.05,38.3
1084,8238.06,31
1085,8239.01,19.8
1086,8239.03,28
1087,8239.04,29.9
1088,8240.03,26.3
1089,8240.04,23.3
1090,8240.05,29.1
1091,8240.06,22.4
1092,8241.05,21
1093,8241.06,23.4
1094,8241.07,17.7
1095,8241.08,26.6
1096,8241.13,17.9
1097,8241.14,24.4
1098,8241.15,27.5
1099,8241.16,20.4
1100,8241.17,24.2
1101,8241.19,33.9
1102,8241.2,15.1
1103,8241.21,27.8
1104,8241.22,33.1
1105,8241.23,30.7
1106,8243,29.8
1107,8244,20.6
1108,8245.03,38.8
1109,8245.05,25.1
1110,8245.06,29.8
1111,8245.07,25.9
1112,8246.01,19.2
1113,8246.02,21.2
1114,8247.01,10.3
1115,8247.02,19.6
1116,8248,10.9
1117,8249,17.8
1118,8250,37.9
1119,8252,14.9
1120,8253.02,20.8
1121,8253.03,23.3
1122,8253.04,27.1
1123,8254,27.4
1124,8255.01,27.4
1125,8255.03,25.5
1126,8255.04,27.4
1127,8255.05,32.7
1128,8256,15.2
1129,8257,20.1
1130,8258.01,21.5
1131,8258.02,29.3
1132,8258.03,25
1133,8259,23.1
1134,8260,14.6
1135,8261,23.7
1136,8262.01,43.8
1137,8262.02,36.7
1138,8263.01,18.3
1139,8263.03,14.5
1140,8263.04,25.7
1141,8264.01,24.5
1142,8264.02,22.9
1143,8265,26.7
1144,8266,17.2
1145,8267,18.4
1146,8268,12.6
1147,8269.01,13.4
1148,8269.02,18.7
1149,8270,20
1150,8271,26.7
1151,8272,15.3
1152,8273,13.8
1153,8274,23
1154,8275,18.6
1155,8276,23.5
1156,8277,19.7
1157,8278.01,15.1
1158,8278.02,28
1159,8278.04,19.5
1160,8278.05,23.7
1161,8279.01,38.5
1162,8279.02,16.1
1163,8280,26.8
1164,8281,28.5
1165,8282.01,33.2
1166,8282.02,36.2
1167,8283,32.3
1168,8284.01,31.9
1169,8284.02,22.1
1170,8285.03,21
1171,8285.04,24.5
1172,8285.05,16.8
1173,8285.06,33.4
1174,8286.01,24.7
1175,8286.02,19.8
1176,8287.01,16.7
1177,8287.02,31.1
1178,8288.01,21.9
1179,8288.02,22.7
1180,8289,12.6
1181,8290,15.6
1182,8291,9.3
1183,8292,17.9
1184,8293.01,29.4
1185,8293.02,18.9
1186,8294.01,14.5
1187,8294.02,23.4
1188,8295,28.8
1189,8296,12.8
1190,8297,13.4
1191,8298,21.3
1192,8299.01,28.2
1193,8299.02,27.2
1194,8300.01,18
1195,8300.03,21.8
1196,8300.04,46.6
1197,8300.05,12.3
1198,8300.06,30.1
1199,8300.07,25.6
1200,8300.08,34.8
1201,8301,18.2
1202,8302.01,34.7
1203,8302.02,16.2
1204,8303,20.4
1205,8304,20
1206,8305,12
1207,8306,29
1208,8307,40.8
1209,8308,62
1210,8309,44.2
1211,8310,42
1212,8311,34.6
1213,8312,22.6
1214,8313,14.5
1215,8314,22.7
1216,8315,32.5
1217,8316,24.4
1218,8317,34.6
1219,8318,52.2
1220,8319,44.6
1221,8320,76.4
1222,8321,52.2
1223,8322,37.3
1224,8323,41.8
1225,8324,32.7
1226,8325,48.7
1227,8326,46.7
1228,8329,94.3
1229,8330,40.8
1230,8331,40.2
1231,8333,93
1232,8339,16.5
1233,8340,29.2
1234,8342,17.4
1235,8343,33.5
1236,8344,29.9
1237,8345,17.1
1238,8346,12.6
1239,8347,13.6
1240,8348,23.3
1241,8349,10
1242,8350,6.4
1243,8351,10.8
1244,8352,16.4
1245,8355,21.5
1246,8356,24.8
1247,8357,12
1248,8358,12.3
1249,8359,17.9
1250,8360,23.9
1251,8361,20.7
1252,8362,98
1253,8363,70.3
1254,8364,24.2
1255,8365,15.6
1256,8366,39.7
1257,8367,16
1258,8368,14.6
1259,8369,19.3
1260,8370,9.9
1261,8371,36.4
1262,8373,14
1263,8374,8.9
1264,8378,30.7
1265,8380,57
1266,8381,79.7
1267,8382,82.3
1268,8383,57.4
1269,8386,27
1270,8387,13.8
1271,8388,16
1272,8390,81.3
1273,8391,89.6
1274,8392,58.5
1275,8395,84.9
1276,8396,42.2
1277,8397,43.9
1278,8398,56
1279,8399,39.6
1280,8400,35.7
1281,8401,33
1282,8402,34.4
1283,8403,33
1284,8404,36.3
1285,8407,16.4
1286,8408,26.1
1287,8410,54.4
1288,8411,35.8
1289,8412,31.6
1290,8413,29.2
1291,8414,16.3
1292,8415,12.4
1293,8416,6.4
1294,8417,10.7
1295,8418,18.4
1296,8419,90
1297,8420,96.4
1298,8421,9.2
1299,8422,58.9
1300,8423,41.3
1301,8424,29.4
1302,8425,11.6
1303,8426,23.7
1304,8428,18.7
1305,8429,7.5
1306,8430,21.2
1307,8431,8.2
1308,8432,27.7
1309,8433,38.9
1310,8434,14.5
1311,8435,26.7
1312,8436,22.6
1313,8437,22.3
1314,8438,7.1
1315,8439,35.3
1316,9800,-
1317,9801,-
1318,9900,-
