GEOID,YEAR,house_value
"Census Tract 5204, Cook County, Illinois!!Estimate",2019,129900
"Census Tract 5205, Cook County, Illinois!!Estimate",2019,127000
"Census Tract 5206, Cook County, Illinois!!Estimate",2019,129900
"Census Tract 5301, Cook County, Illinois!!Estimate",2019,87100
"Census Tract 5302, Cook County, Illinois!!Estimate",2019,78400
"Census Tract 5303, Cook County, Illinois!!Estimate",2019,113500
"Census Tract 5304, Cook County, Illinois!!Estimate",2019,124200
"Census Tract 5305.01, Cook County, Illinois!!Estimate",2019,129900
"Census Tract 5305.02, Cook County, Illinois!!Estimate",2019,118900
"Census Tract 5305.03, Cook County, Illinois!!Estimate",2019,112200
"Census Tract 5306, Cook County, Illinois!!Estimate",2019,124900
"Census Tract 5401.01, Cook County, Illinois!!Estimate",2019,54400
"Census Tract 5401.02, Cook County, Illinois!!Estimate",2019,86800
"Census Tract 5501, Cook County, Illinois!!Estimate",2019,152600
"Census Tract 5502, Cook County, Illinois!!Estimate",2019,148600
"Census Tract 5601, Cook County, Illinois!!Estimate",2019,167300
"Census Tract 5602, Cook County, Illinois!!Estimate",2019,162400
"Census Tract 5603, Cook County, Illinois!!Estimate",2019,195900
"Census Tract 5604, Cook County, Illinois!!Estimate",2019,184900
"Census Tract 5607, Cook County, Illinois!!Estimate",2019,224800
"Census Tract 5608, Cook County, Illinois!!Estimate",2019,199900
"Census Tract 5609, Cook County, Illinois!!Estimate",2019,248800
"Census Tract 5610, Cook County, Illinois!!Estimate",2019,252500
"Census Tract 5611, Cook County, Illinois!!Estimate",2019,229400
"Census Tract 5701, Cook County, Illinois!!Estimate",2019,207200
"Census Tract 5702, Cook County, Illinois!!Estimate",2019,191100
"Census Tract 5703, Cook County, Illinois!!Estimate",2019,189200
"Census Tract 5704, Cook County, Illinois!!Estimate",2019,190200
"Census Tract 5705, Cook County, Illinois!!Estimate",2019,219000
"Census Tract 5801, Cook County, Illinois!!Estimate",2019,242000
"Census Tract 5802, Cook County, Illinois!!Estimate",2019,168200
"Census Tract 5803, Cook County, Illinois!!Estimate",2019,203200
"Census Tract 5804, Cook County, Illinois!!Estimate",2019,215700
"Census Tract 5805.01, Cook County, Illinois!!Estimate",2019,156700
"Census Tract 5805.02, Cook County, Illinois!!Estimate",2019,174600
"Census Tract 5806, Cook County, Illinois!!Estimate",2019,185600
"Census Tract 5807, Cook County, Illinois!!Estimate",2019,175000
"Census Tract 5808, Cook County, Illinois!!Estimate",2019,165200
"Census Tract 5905, Cook County, Illinois!!Estimate",2019,264200
"Census Tract 5906, Cook County, Illinois!!Estimate",2019,182400
"Census Tract 5907, Cook County, Illinois!!Estimate",2019,238600
"Census Tract 6004, Cook County, Illinois!!Estimate",2019,357600
"Census Tract 6006, Cook County, Illinois!!Estimate",2019,295800
"Census Tract 6007, Cook County, Illinois!!Estimate",2019,310700
"Census Tract 6009, Cook County, Illinois!!Estimate",2019,294500
"Census Tract 6103, Cook County, Illinois!!Estimate",2019,183500
"Census Tract 6104, Cook County, Illinois!!Estimate",2019,133200
"Census Tract 6108, Cook County, Illinois!!Estimate",2019,193000
"Census Tract 6110, Cook County, Illinois!!Estimate",2019,154500
"Census Tract 6111, Cook County, Illinois!!Estimate",2019,116100
"Census Tract 6112, Cook County, Illinois!!Estimate",2019,82800
"Census Tract 6113, Cook County, Illinois!!Estimate",2019,97100
"Census Tract 6114, Cook County, Illinois!!Estimate",2019,115600
"Census Tract 6115, Cook County, Illinois!!Estimate",2019,114000
"Census Tract 6116, Cook County, Illinois!!Estimate",2019,80000
"Census Tract 6117, Cook County, Illinois!!Estimate",2019,106900
"Census Tract 6118, Cook County, Illinois!!Estimate",2019,110600
"Census Tract 6119, Cook County, Illinois!!Estimate",2019,87600
"Census Tract 6120, Cook County, Illinois!!Estimate",2019,122500
"Census Tract 6121, Cook County, Illinois!!Estimate",2019,118100
"Census Tract 6201, Cook County, Illinois!!Estimate",2019,197200
"Census Tract 6202, Cook County, Illinois!!Estimate",2019,180700
"Census Tract 6203, Cook County, Illinois!!Estimate",2019,182400
"Census Tract 6204, Cook County, Illinois!!Estimate",2019,186000
"Census Tract 6301, Cook County, Illinois!!Estimate",2019,123400
"Census Tract 6302, Cook County, Illinois!!Estimate",2019,159900
"Census Tract 6303, Cook County, Illinois!!Estimate",2019,159900
"Census Tract 6304, Cook County, Illinois!!Estimate",2019,150600
"Census Tract 6305, Cook County, Illinois!!Estimate",2019,160900
"Census Tract 6308, Cook County, Illinois!!Estimate",2019,157400
"Census Tract 6309, Cook County, Illinois!!Estimate",2019,164600
"Census Tract 6401, Cook County, Illinois!!Estimate",2019,213500
"Census Tract 6403, Cook County, Illinois!!Estimate",2019,222900
"Census Tract 6404, Cook County, Illinois!!Estimate",2019,229300
"Census Tract 6405, Cook County, Illinois!!Estimate",2019,200100
"Census Tract 6406, Cook County, Illinois!!Estimate",2019,207500
"Census Tract 6407, Cook County, Illinois!!Estimate",2019,166300
"Census Tract 6408, Cook County, Illinois!!Estimate",2019,209000
"Census Tract 6501, Cook County, Illinois!!Estimate",2019,167100
"Census Tract 6502, Cook County, Illinois!!Estimate",2019,184500
"Census Tract 6503.01, Cook County, Illinois!!Estimate",2019,207500
"Census Tract 6503.02, Cook County, Illinois!!Estimate",2019,162500
"Census Tract 6504, Cook County, Illinois!!Estimate",2019,172600
"Census Tract 6505, Cook County, Illinois!!Estimate",2019,172900
"Census Tract 6603.01, Cook County, Illinois!!Estimate",2019,157900
"Census Tract 6603.02, Cook County, Illinois!!Estimate",2019,135500
"Census Tract 6604, Cook County, Illinois!!Estimate",2019,136400
"Census Tract 6605, Cook County, Illinois!!Estimate",2019,171200
"Census Tract 6606, Cook County, Illinois!!Estimate",2019,140500
"Census Tract 6607, Cook County, Illinois!!Estimate",2019,94000
"Census Tract 6608, Cook County, Illinois!!Estimate",2019,138700
"Census Tract 6609, Cook County, Illinois!!Estimate",2019,161400
"Census Tract 6610, Cook County, Illinois!!Estimate",2019,112800
"Census Tract 6611, Cook County, Illinois!!Estimate",2019,155100
"Census Tract 6701, Cook County, Illinois!!Estimate",2019,162100
"Census Tract 6702, Cook County, Illinois!!Estimate",2019,112500
"Census Tract 6703, Cook County, Illinois!!Estimate",2019,118800
"Census Tract 6704, Cook County, Illinois!!Estimate",2019,100500
"Census Tract 6705, Cook County, Illinois!!Estimate",2019,92800
"Census Tract 6706, Cook County, Illinois!!Estimate",2019,86000
"Census Tract 6707, Cook County, Illinois!!Estimate",2019,95000
"Census Tract 6708, Cook County, Illinois!!Estimate",2019,131400
"Census Tract 6709, Cook County, Illinois!!Estimate",2019,75300
"Census Tract 6711, Cook County, Illinois!!Estimate",2019,80000
"Census Tract 6712, Cook County, Illinois!!Estimate",2019,112500
"Census Tract 6713, Cook County, Illinois!!Estimate",2019,74800
"Census Tract 6714, Cook County, Illinois!!Estimate",2019,89600
"Census Tract 6715, Cook County, Illinois!!Estimate",2019,75300
"Census Tract 6716, Cook County, Illinois!!Estimate",2019,114100
"Census Tract 6718, Cook County, Illinois!!Estimate",2019,94800
"Census Tract 6719, Cook County, Illinois!!Estimate",2019,92000
"Census Tract 6720, Cook County, Illinois!!Estimate",2019,101600
"Census Tract 6805, Cook County, Illinois!!Estimate",2019,84300
"Census Tract 6809, Cook County, Illinois!!Estimate",2019,152400
"Census Tract 6810, Cook County, Illinois!!Estimate",2019,135100
"Census Tract 6811, Cook County, Illinois!!Estimate",2019,74000
"Census Tract 6812, Cook County, Illinois!!Estimate",2019,80600
"Census Tract 6813, Cook County, Illinois!!Estimate",2019,97200
"Census Tract 6814, Cook County, Illinois!!Estimate",2019,101500
"Census Tract 6903, Cook County, Illinois!!Estimate",2019,210000
"Census Tract 6904, Cook County, Illinois!!Estimate",2019,186000
"Census Tract 6905, Cook County, Illinois!!Estimate",2019,111600
"Census Tract 6909, Cook County, Illinois!!Estimate",2019,183100
"Census Tract 6910, Cook County, Illinois!!Estimate",2019,168800
"Census Tract 6911, Cook County, Illinois!!Estimate",2019,151800
"Census Tract 6912, Cook County, Illinois!!Estimate",2019,152800
"Census Tract 6913, Cook County, Illinois!!Estimate",2019,154000
"Census Tract 6914, Cook County, Illinois!!Estimate",2019,144800
"Census Tract 6915, Cook County, Illinois!!Estimate",2019,101100
"Census Tract 7001, Cook County, Illinois!!Estimate",2019,163700
"Census Tract 7002, Cook County, Illinois!!Estimate",2019,163900
"Census Tract 7003.01, Cook County, Illinois!!Estimate",2019,180300
"Census Tract 7003.02, Cook County, Illinois!!Estimate",2019,220000
"Census Tract 7004.01, Cook County, Illinois!!Estimate",2019,160500
"Census Tract 7004.02, Cook County, Illinois!!Estimate",2019,171300
"Census Tract 7005.01, Cook County, Illinois!!Estimate",2019,168900
"Census Tract 7005.02, Cook County, Illinois!!Estimate",2019,188900
"Census Tract 7101, Cook County, Illinois!!Estimate",2019,125300
"Census Tract 7102, Cook County, Illinois!!Estimate",2019,124900
"Census Tract 7103, Cook County, Illinois!!Estimate",2019,156300
"Census Tract 7104, Cook County, Illinois!!Estimate",2019,125300
"Census Tract 7105, Cook County, Illinois!!Estimate",2019,120100
"Census Tract 7106, Cook County, Illinois!!Estimate",2019,114600
"Census Tract 7107, Cook County, Illinois!!Estimate",2019,146600
"Census Tract 7108, Cook County, Illinois!!Estimate",2019,141200
"Census Tract 7109, Cook County, Illinois!!Estimate",2019,151800
"Census Tract 7110, Cook County, Illinois!!Estimate",2019,151900
"Census Tract 7111, Cook County, Illinois!!Estimate",2019,151700
"Census Tract 7112, Cook County, Illinois!!Estimate",2019,151600
"Census Tract 7113, Cook County, Illinois!!Estimate",2019,142200
"Census Tract 7114, Cook County, Illinois!!Estimate",2019,150800
"Census Tract 7115, Cook County, Illinois!!Estimate",2019,137500
"Census Tract 7201, Cook County, Illinois!!Estimate",2019,385900
"Census Tract 7202, Cook County, Illinois!!Estimate",2019,289400
"Census Tract 7203, Cook County, Illinois!!Estimate",2019,351300
"Census Tract 7204, Cook County, Illinois!!Estimate",2019,253500
"Census Tract 7205, Cook County, Illinois!!Estimate",2019,272500
"Census Tract 7206, Cook County, Illinois!!Estimate",2019,384900
"Census Tract 7207, Cook County, Illinois!!Estimate",2019,271200
"Census Tract 7301, Cook County, Illinois!!Estimate",2019,137500
"Census Tract 7302.01, Cook County, Illinois!!Estimate",2019,155700
"Census Tract 7302.02, Cook County, Illinois!!Estimate",2019,157200
"Census Tract 7303, Cook County, Illinois!!Estimate",2019,154800
"Census Tract 7304, Cook County, Illinois!!Estimate",2019,170900
"Census Tract 7305, Cook County, Illinois!!Estimate",2019,131400
"Census Tract 7306, Cook County, Illinois!!Estimate",2019,155200
"Census Tract 7307, Cook County, Illinois!!Estimate",2019,140900
"Census Tract 7401, Cook County, Illinois!!Estimate",2019,227300
"Census Tract 7402, Cook County, Illinois!!Estimate",2019,272900
"Census Tract 7403, Cook County, Illinois!!Estimate",2019,254000
"Census Tract 7404, Cook County, Illinois!!Estimate",2019,255500
"Census Tract 7501, Cook County, Illinois!!Estimate",2019,141700
"Census Tract 7502, Cook County, Illinois!!Estimate",2019,258300
"Census Tract 7503, Cook County, Illinois!!Estimate",2019,281400
"Census Tract 7504, Cook County, Illinois!!Estimate",2019,247800
"Census Tract 7505, Cook County, Illinois!!Estimate",2019,222700
"Census Tract 7506, Cook County, Illinois!!Estimate",2019,126800
"Census Tract 7608.01, Cook County, Illinois!!Estimate",2019,161100
"Census Tract 7608.02, Cook County, Illinois!!Estimate",2019,333300
"Census Tract 7608.03, Cook County, Illinois!!Estimate",2019,163700
"Census Tract 7702.01, Cook County, Illinois!!Estimate",2019,265900
"Census Tract 7702.02, Cook County, Illinois!!Estimate",2019,210900
"Census Tract 7703, Cook County, Illinois!!Estimate",2019,239500
"Census Tract 7704, Cook County, Illinois!!Estimate",2019,230800
"Census Tract 7705, Cook County, Illinois!!Estimate",2019,24900
"Census Tract 7706.01, Cook County, Illinois!!Estimate",2019,271400
"Census Tract 7706.02, Cook County, Illinois!!Estimate",2019,281900
"Census Tract 7707, Cook County, Illinois!!Estimate",2019,371500
"Census Tract 7708, Cook County, Illinois!!Estimate",2019,193000
"Census Tract 7709.01, Cook County, Illinois!!Estimate",2019,278600
"Census Tract 7709.02, Cook County, Illinois!!Estimate",2019,292800
"Census Tract 8001, Cook County, Illinois!!Estimate",2019,1548500
"Census Tract 8002, Cook County, Illinois!!Estimate",2019,819400
"Census Tract 8003, Cook County, Illinois!!Estimate",2019,1059100
"Census Tract 8004, Cook County, Illinois!!Estimate",2019,1196100
"Census Tract 8005, Cook County, Illinois!!Estimate",2019,1019500
"Census Tract 8006, Cook County, Illinois!!Estimate",2019,1139200
"Census Tract 8007, Cook County, Illinois!!Estimate",2019,905200
"Census Tract 8008, Cook County, Illinois!!Estimate",2019,443000
"Census Tract 8009, Cook County, Illinois!!Estimate",2019,445700
"Census Tract 8010, Cook County, Illinois!!Estimate",2019,614200
"Census Tract 8011, Cook County, Illinois!!Estimate",2019,713300
"Census Tract 8012, Cook County, Illinois!!Estimate",2019,902400
"Census Tract 8013, Cook County, Illinois!!Estimate",2019,872500
"Census Tract 8014, Cook County, Illinois!!Estimate",2019,488900
"Census Tract 8015, Cook County, Illinois!!Estimate",2019,465400
"Census Tract 8016.01, Cook County, Illinois!!Estimate",2019,532400
"Census Tract 8016.03, Cook County, Illinois!!Estimate",2019,399100
"Census Tract 8016.05, Cook County, Illinois!!Estimate",2019,558200
"Census Tract 8016.06, Cook County, Illinois!!Estimate",2019,525800
"Census Tract 8016.07, Cook County, Illinois!!Estimate",2019,583400
"Census Tract 8016.08, Cook County, Illinois!!Estimate",2019,493000
"Census Tract 8017.01, Cook County, Illinois!!Estimate",2019,647300
"Census Tract 8017.02, Cook County, Illinois!!Estimate",2019,493800
"Census Tract 8018, Cook County, Illinois!!Estimate",2019,635200
"Census Tract 8019.01, Cook County, Illinois!!Estimate",2019,392100
"Census Tract 8019.02, Cook County, Illinois!!Estimate",2019,783800
"Census Tract 8020.02, Cook County, Illinois!!Estimate",2019,507000
"Census Tract 8020.03, Cook County, Illinois!!Estimate",2019,439800
"Census Tract 8020.04, Cook County, Illinois!!Estimate",2019,155900
"Census Tract 8021, Cook County, Illinois!!Estimate",2019,651600
"Census Tract 8022, Cook County, Illinois!!Estimate",2019,610100
"Census Tract 8023, Cook County, Illinois!!Estimate",2019,752800
"Census Tract 8024.02, Cook County, Illinois!!Estimate",2019,292400
"Census Tract 8024.03, Cook County, Illinois!!Estimate",2019,192600
"Census Tract 8024.04, Cook County, Illinois!!Estimate",2019,139600
"Census Tract 8025.03, Cook County, Illinois!!Estimate",2019,183800
"Census Tract 8025.04, Cook County, Illinois!!Estimate",2019,224500
"Census Tract 8025.05, Cook County, Illinois!!Estimate",2019,202900
"Census Tract 8025.06, Cook County, Illinois!!Estimate",2019,224800
"Census Tract 8026.05, Cook County, Illinois!!Estimate",2019,329100
"Census Tract 8026.07, Cook County, Illinois!!Estimate",2019,395000
"Census Tract 8026.08, Cook County, Illinois!!Estimate",2019,243900
"Census Tract 8026.09, Cook County, Illinois!!Estimate",2019,114400
"Census Tract 8026.10, Cook County, Illinois!!Estimate",2019,329900
"Census Tract 8027.01, Cook County, Illinois!!Estimate",2019,362800
"Census Tract 8027.02, Cook County, Illinois!!Estimate",2019,369000
"Census Tract 8028.01, Cook County, Illinois!!Estimate",2019,363000
"Census Tract 8028.02, Cook County, Illinois!!Estimate",2019,291200
"Census Tract 8029, Cook County, Illinois!!Estimate",2019,435700
"Census Tract 8030.05, Cook County, Illinois!!Estimate",2019,338600
"Census Tract 8030.07, Cook County, Illinois!!Estimate",2019,344200
"Census Tract 8030.08, Cook County, Illinois!!Estimate",2019,417700
