GEOID,YEAR,house_value
"Census Tract 8247.02, Cook County, Illinois!!Estimate",2017,129600
"Census Tract 8248, Cook County, Illinois!!Estimate",2017,89200
"Census Tract 8249, Cook County, Illinois!!Estimate",2017,87800
"Census Tract 8250, Cook County, Illinois!!Estimate",2017,171900
"Census Tract 8252, Cook County, Illinois!!Estimate",2017,156900
"Census Tract 8253.02, Cook County, Illinois!!Estimate",2017,224700
"Census Tract 8253.03, Cook County, Illinois!!Estimate",2017,183600
"Census Tract 8253.04, Cook County, Illinois!!Estimate",2017,199100
"Census Tract 8254, Cook County, Illinois!!Estimate",2017,197800
"Census Tract 8255.01, Cook County, Illinois!!Estimate",2017,113100
"Census Tract 8255.03, Cook County, Illinois!!Estimate",2017,125500
"Census Tract 8255.04, Cook County, Illinois!!Estimate",2017,112800
"Census Tract 8255.05, Cook County, Illinois!!Estimate",2017,137900
"Census Tract 8256, Cook County, Illinois!!Estimate",2017,100400
"Census Tract 8257, Cook County, Illinois!!Estimate",2017,94700
"Census Tract 8258.01, Cook County, Illinois!!Estimate",2017,74700
"Census Tract 8258.02, Cook County, Illinois!!Estimate",2017,131500
"Census Tract 8258.03, Cook County, Illinois!!Estimate",2017,125100
"Census Tract 8259, Cook County, Illinois!!Estimate",2017,92200
"Census Tract 8260, Cook County, Illinois!!Estimate",2017,79500
"Census Tract 8261, Cook County, Illinois!!Estimate",2017,94600
"Census Tract 8262.01, Cook County, Illinois!!Estimate",2017,77600
"Census Tract 8262.02, Cook County, Illinois!!Estimate",2017,86300
"Census Tract 8263.01, Cook County, Illinois!!Estimate",2017,98200
"Census Tract 8263.03, Cook County, Illinois!!Estimate",2017,109100
"Census Tract 8263.04, Cook County, Illinois!!Estimate",2017,104700
"Census Tract 8264.01, Cook County, Illinois!!Estimate",2017,98700
"Census Tract 8264.02, Cook County, Illinois!!Estimate",2017,86800
"Census Tract 8265, Cook County, Illinois!!Estimate",2017,85800
"Census Tract 8266, Cook County, Illinois!!Estimate",2017,85100
"Census Tract 8267, Cook County, Illinois!!Estimate",2017,74500
"Census Tract 8268, Cook County, Illinois!!Estimate",2017,52200
"Census Tract 8269.01, Cook County, Illinois!!Estimate",2017,78100
"Census Tract 8269.02, Cook County, Illinois!!Estimate",2017,65100
"Census Tract 8270, Cook County, Illinois!!Estimate",2017,78900
"Census Tract 8271, Cook County, Illinois!!Estimate",2017,72600
"Census Tract 8272, Cook County, Illinois!!Estimate",2017,69600
"Census Tract 8273, Cook County, Illinois!!Estimate",2017,70900
"Census Tract 8274, Cook County, Illinois!!Estimate",2017,77900
"Census Tract 8275, Cook County, Illinois!!Estimate",2017,71700
"Census Tract 8276, Cook County, Illinois!!Estimate",2017,85500
"Census Tract 8277, Cook County, Illinois!!Estimate",2017,63200
"Census Tract 8278.01, Cook County, Illinois!!Estimate",2017,134500
"Census Tract 8278.02, Cook County, Illinois!!Estimate",2017,147600
"Census Tract 8278.04, Cook County, Illinois!!Estimate",2017,165000
"Census Tract 8278.05, Cook County, Illinois!!Estimate",2017,159900
"Census Tract 8279.01, Cook County, Illinois!!Estimate",2017,199800
"Census Tract 8279.02, Cook County, Illinois!!Estimate",2017,101800
"Census Tract 8280, Cook County, Illinois!!Estimate",2017,119600
"Census Tract 8281, Cook County, Illinois!!Estimate",2017,125000
"Census Tract 8282.01, Cook County, Illinois!!Estimate",2017,125300
"Census Tract 8282.02, Cook County, Illinois!!Estimate",2017,149200
"Census Tract 8283, Cook County, Illinois!!Estimate",2017,108200
"Census Tract 8284.01, Cook County, Illinois!!Estimate",2017,163500
"Census Tract 8284.02, Cook County, Illinois!!Estimate",2017,113700
"Census Tract 8285.03, Cook County, Illinois!!Estimate",2017,77900
"Census Tract 8285.04, Cook County, Illinois!!Estimate",2017,80600
"Census Tract 8285.05, Cook County, Illinois!!Estimate",2017,143200
"Census Tract 8285.06, Cook County, Illinois!!Estimate",2017,121300
"Census Tract 8286.01, Cook County, Illinois!!Estimate",2017,160100
"Census Tract 8286.02, Cook County, Illinois!!Estimate",2017,175100
"Census Tract 8287.01, Cook County, Illinois!!Estimate",2017,134100
"Census Tract 8287.02, Cook County, Illinois!!Estimate",2017,132100
"Census Tract 8288.01, Cook County, Illinois!!Estimate",2017,144800
"Census Tract 8288.02, Cook County, Illinois!!Estimate",2017,118500
"Census Tract 8289, Cook County, Illinois!!Estimate",2017,105700
"Census Tract 8290, Cook County, Illinois!!Estimate",2017,53500
"Census Tract 8291, Cook County, Illinois!!Estimate",2017,90100
"Census Tract 8292, Cook County, Illinois!!Estimate",2017,83700
"Census Tract 8293.01, Cook County, Illinois!!Estimate",2017,114500
"Census Tract 8293.02, Cook County, Illinois!!Estimate",2017,75900
"Census Tract 8294.01, Cook County, Illinois!!Estimate",2017,72200
"Census Tract 8294.02, Cook County, Illinois!!Estimate",2017,19300
"Census Tract 8295, Cook County, Illinois!!Estimate",2017,98900
"Census Tract 8296, Cook County, Illinois!!Estimate",2017,97000
"Census Tract 8297, Cook County, Illinois!!Estimate",2017,127200
"Census Tract 8298, Cook County, Illinois!!Estimate",2017,194200
"Census Tract 8299.01, Cook County, Illinois!!Estimate",2017,160600
"Census Tract 8299.02, Cook County, Illinois!!Estimate",2017,141700
"Census Tract 8300.01, Cook County, Illinois!!Estimate",2017,33100
"Census Tract 8300.03, Cook County, Illinois!!Estimate",2017,166200
"Census Tract 8300.04, Cook County, Illinois!!Estimate",2017,190200
"Census Tract 8300.05, Cook County, Illinois!!Estimate",2017,226700
"Census Tract 8300.06, Cook County, Illinois!!Estimate",2017,127300
"Census Tract 8300.07, Cook County, Illinois!!Estimate",2017,123400
"Census Tract 8300.08, Cook County, Illinois!!Estimate",2017,149200
"Census Tract 8301, Cook County, Illinois!!Estimate",2017,93500
"Census Tract 8302.01, Cook County, Illinois!!Estimate",2017,157200
"Census Tract 8302.02, Cook County, Illinois!!Estimate",2017,98800
"Census Tract 8303, Cook County, Illinois!!Estimate",2017,25400
"Census Tract 8304, Cook County, Illinois!!Estimate",2017,75600
"Census Tract 8305, Cook County, Illinois!!Estimate",2017,123300
"Census Tract 8306, Cook County, Illinois!!Estimate",2017,215400
"Census Tract 8307, Cook County, Illinois!!Estimate",2017,243100
"Census Tract 8308, Cook County, Illinois!!Estimate",2017,356200
"Census Tract 8309, Cook County, Illinois!!Estimate",2017,361500
"Census Tract 8310, Cook County, Illinois!!Estimate",2017,610800
"Census Tract 8311, Cook County, Illinois!!Estimate",2017,313100
"Census Tract 8312, Cook County, Illinois!!Estimate",2017,181500
"Census Tract 8313, Cook County, Illinois!!Estimate",2017,114200
"Census Tract 8314, Cook County, Illinois!!Estimate",2017,161400
"Census Tract 8315, Cook County, Illinois!!Estimate",2017,185500
"Census Tract 8316, Cook County, Illinois!!Estimate",2017,238100
"Census Tract 8317, Cook County, Illinois!!Estimate",2017,244700
"Census Tract 8318, Cook County, Illinois!!Estimate",2017,303000
"Census Tract 8319, Cook County, Illinois!!Estimate",2017,467300
"Census Tract 8320, Cook County, Illinois!!Estimate",2017,475900
"Census Tract 8321, Cook County, Illinois!!Estimate",2017,360000
"Census Tract 8322, Cook County, Illinois!!Estimate",2017,612300
"Census Tract 8323, Cook County, Illinois!!Estimate",2017,500000
"Census Tract 8324, Cook County, Illinois!!Estimate",2017,336400
"Census Tract 8325, Cook County, Illinois!!Estimate",2017,677000
"Census Tract 8326, Cook County, Illinois!!Estimate",2017,587600
"Census Tract 8329, Cook County, Illinois!!Estimate",2017,381600
"Census Tract 8330, Cook County, Illinois!!Estimate",2017,419700
"Census Tract 8331, Cook County, Illinois!!Estimate",2017,363700
"Census Tract 8333, Cook County, Illinois!!Estimate",2017,411900
"Census Tract 8339, Cook County, Illinois!!Estimate",2017,256800
"Census Tract 8340, Cook County, Illinois!!Estimate",2017,194500
"Census Tract 8342, Cook County, Illinois!!Estimate",2017,210100
"Census Tract 8343, Cook County, Illinois!!Estimate",2017,168500
"Census Tract 8344, Cook County, Illinois!!Estimate",2017,205600
"Census Tract 8345, Cook County, Illinois!!Estimate",2017,210900
"Census Tract 8346, Cook County, Illinois!!Estimate",2017,112700
"Census Tract 8347, Cook County, Illinois!!Estimate",2017,106000
"Census Tract 8348, Cook County, Illinois!!Estimate",2017,112900
"Census Tract 8349, Cook County, Illinois!!Estimate",2017,127100
"Census Tract 8350, Cook County, Illinois!!Estimate",2017,120400
"Census Tract 8351, Cook County, Illinois!!Estimate",2017,116700
"Census Tract 8352, Cook County, Illinois!!Estimate",2017,171000
"Census Tract 8355, Cook County, Illinois!!Estimate",2017,122400
"Census Tract 8356, Cook County, Illinois!!Estimate",2017,85000
"Census Tract 8358, Cook County, Illinois!!Estimate",2017,199300
"Census Tract 8359, Cook County, Illinois!!Estimate",2017,157000
"Census Tract 8360, Cook County, Illinois!!Estimate",2017,261400
"Census Tract 8362, Cook County, Illinois!!Estimate",2017,235000
"Census Tract 8363, Cook County, Illinois!!Estimate",2017,231900
"Census Tract 8364, Cook County, Illinois!!Estimate",2017,282700
"Census Tract 8365, Cook County, Illinois!!Estimate",2017,186700
"Census Tract 8366, Cook County, Illinois!!Estimate",2017,171300
"Census Tract 8367, Cook County, Illinois!!Estimate",2017,167600
"Census Tract 8368, Cook County, Illinois!!Estimate",2017,240600
"Census Tract 8369, Cook County, Illinois!!Estimate",2017,122400
"Census Tract 8370, Cook County, Illinois!!Estimate",2017,202000
"Census Tract 8371, Cook County, Illinois!!Estimate",2017,168600
"Census Tract 8373, Cook County, Illinois!!Estimate",2017,158100
"Census Tract 8374, Cook County, Illinois!!Estimate",2017,174500
"Census Tract 8378, Cook County, Illinois!!Estimate",2017,338900
"Census Tract 8380, Cook County, Illinois!!Estimate",2017,258200
"Census Tract 8381, Cook County, Illinois!!Estimate",2017,174700
"Census Tract 8382, Cook County, Illinois!!Estimate",2017,323300
"Census Tract 8383, Cook County, Illinois!!Estimate",2017,398900
"Census Tract 8386, Cook County, Illinois!!Estimate",2017,164200
"Census Tract 8387, Cook County, Illinois!!Estimate",2017,138300
"Census Tract 8388, Cook County, Illinois!!Estimate",2017,133300
"Census Tract 8390, Cook County, Illinois!!Estimate",2017,252800
"Census Tract 8391, Cook County, Illinois!!Estimate",2017,361600
"Census Tract 8392, Cook County, Illinois!!Estimate",2017,154500
"Census Tract 8395, Cook County, Illinois!!Estimate",2017,308700
"Census Tract 8396, Cook County, Illinois!!Estimate",2017,315200
"Census Tract 8397, Cook County, Illinois!!Estimate",2017,273900
"Census Tract 8398, Cook County, Illinois!!Estimate",2017,306300
"Census Tract 8399, Cook County, Illinois!!Estimate",2017,303300
"Census Tract 8400, Cook County, Illinois!!Estimate",2017,331600
"Census Tract 8401, Cook County, Illinois!!Estimate",2017,230100
"Census Tract 8402, Cook County, Illinois!!Estimate",2017,288400
"Census Tract 8403, Cook County, Illinois!!Estimate",2017,221600
"Census Tract 8404, Cook County, Illinois!!Estimate",2017,205200
"Census Tract 8407, Cook County, Illinois!!Estimate",2017,188600
"Census Tract 8408, Cook County, Illinois!!Estimate",2017,130000
"Census Tract 8410, Cook County, Illinois!!Estimate",2017,300000
"Census Tract 8411, Cook County, Illinois!!Estimate",2017,279200
"Census Tract 8412, Cook County, Illinois!!Estimate",2017,179800
"Census Tract 8413, Cook County, Illinois!!Estimate",2017,175300
"Census Tract 8414, Cook County, Illinois!!Estimate",2017,165600
"Census Tract 8415, Cook County, Illinois!!Estimate",2017,162900
"Census Tract 8416, Cook County, Illinois!!Estimate",2017,117000
"Census Tract 8417, Cook County, Illinois!!Estimate",2017,150000
"Census Tract 8418, Cook County, Illinois!!Estimate",2017,115900
"Census Tract 8419, Cook County, Illinois!!Estimate",2017,341100
"Census Tract 8420, Cook County, Illinois!!Estimate",2017,254800
"Census Tract 8421, Cook County, Illinois!!Estimate",2017,140000
"Census Tract 8422, Cook County, Illinois!!Estimate",2017,378900
"Census Tract 8423, Cook County, Illinois!!Estimate",2017,556000
"Census Tract 8424, Cook County, Illinois!!Estimate",2017,129100
"Census Tract 8425, Cook County, Illinois!!Estimate",2017,87700
"Census Tract 8426, Cook County, Illinois!!Estimate",2017,198900
"Census Tract 8428, Cook County, Illinois!!Estimate",2017,176200
"Census Tract 8429, Cook County, Illinois!!Estimate",2017,206600
"Census Tract 8430, Cook County, Illinois!!Estimate",2017,109400
"Census Tract 8431, Cook County, Illinois!!Estimate",2017,121800
"Census Tract 8432, Cook County, Illinois!!Estimate",2017,236800
"Census Tract 8433, Cook County, Illinois!!Estimate",2017,160200
"Census Tract 8434, Cook County, Illinois!!Estimate",2017,101800
"Census Tract 8435, Cook County, Illinois!!Estimate",2017,138300
"Census Tract 8436, Cook County, Illinois!!Estimate",2017,266400
"Census Tract 8437, Cook County, Illinois!!Estimate",2017,447300
"Census Tract 8438, Cook County, Illinois!!Estimate",2017,171500
"Census Tract 8439, Cook County, Illinois!!Estimate",2017,112400
"Census Tract 101, Cook County, Illinois!!Estimate",2018,257400
"Census Tract 102.01, Cook County, Illinois!!Estimate",2018,156500
"Census Tract 102.02, Cook County, Illinois!!Estimate",2018,159800
"Census Tract 103, Cook County, Illinois!!Estimate",2018,173800
"Census Tract 104, Cook County, Illinois!!Estimate",2018,218500
"Census Tract 105.01, Cook County, Illinois!!Estimate",2018,316500
"Census Tract 105.02, Cook County, Illinois!!Estimate",2018,222900
"Census Tract 105.03, Cook County, Illinois!!Estimate",2018,345600
"Census Tract 106, Cook County, Illinois!!Estimate",2018,223900
"Census Tract 107.01, Cook County, Illinois!!Estimate",2018,206900
"Census Tract 107.02, Cook County, Illinois!!Estimate",2018,163100
"Census Tract 201, Cook County, Illinois!!Estimate",2018,165000
"Census Tract 202, Cook County, Illinois!!Estimate",2018,354300
"Census Tract 203.01, Cook County, Illinois!!Estimate",2018,184800
"Census Tract 203.02, Cook County, Illinois!!Estimate",2018,321100
"Census Tract 204, Cook County, Illinois!!Estimate",2018,254200
"Census Tract 205, Cook County, Illinois!!Estimate",2018,149700
"Census Tract 206.01, Cook County, Illinois!!Estimate",2018,314400
"Census Tract 206.02, Cook County, Illinois!!Estimate",2018,336400
"Census Tract 207.01, Cook County, Illinois!!Estimate",2018,391300
"Census Tract 207.02, Cook County, Illinois!!Estimate",2018,245100
"Census Tract 208.01, Cook County, Illinois!!Estimate",2018,370700
"Census Tract 208.02, Cook County, Illinois!!Estimate",2018,274000
"Census Tract 209.01, Cook County, Illinois!!Estimate",2018,181100
"Census Tract 209.02, Cook County, Illinois!!Estimate",2018,93600
"Census Tract 301.01, Cook County, Illinois!!Estimate",2018,233500
"Census Tract 301.02, Cook County, Illinois!!Estimate",2018,184400
"Census Tract 301.03, Cook County, Illinois!!Estimate",2018,168100
"Census Tract 301.04, Cook County, Illinois!!Estimate",2018,157300
"Census Tract 302, Cook County, Illinois!!Estimate",2018,347700
"Census Tract 303, Cook County, Illinois!!Estimate",2018,290400
"Census Tract 304, Cook County, Illinois!!Estimate",2018,331500
"Census Tract 305, Cook County, Illinois!!Estimate",2018,304100
"Census Tract 306.01, Cook County, Illinois!!Estimate",2018,172100
"Census Tract 306.03, Cook County, Illinois!!Estimate",2018,277500
"Census Tract 306.04, Cook County, Illinois!!Estimate",2018,170900
"Census Tract 307.01, Cook County, Illinois!!Estimate",2018,174600
"Census Tract 307.02, Cook County, Illinois!!Estimate",2018,192000
"Census Tract 307.03, Cook County, Illinois!!Estimate",2018,234200
"Census Tract 307.06, Cook County, Illinois!!Estimate",2018,245700
"Census Tract 308, Cook County, Illinois!!Estimate",2018,492200
"Census Tract 309, Cook County, Illinois!!Estimate",2018,387800
"Census Tract 310, Cook County, Illinois!!Estimate",2018,437900
"Census Tract 311, Cook County, Illinois!!Estimate",2018,354700
"Census Tract 312, Cook County, Illinois!!Estimate",2018,289700
"Census Tract 313, Cook County, Illinois!!Estimate",2018,164100
"Census Tract 314, Cook County, Illinois!!Estimate",2018,208600
"Census Tract 315.01, Cook County, Illinois!!Estimate",2018,228700
"Census Tract 315.02, Cook County, Illinois!!Estimate",2018,244100
"Census Tract 317, Cook County, Illinois!!Estimate",2018,297800
"Census Tract 318, Cook County, Illinois!!Estimate",2018,348200
"Census Tract 319, Cook County, Illinois!!Estimate",2018,331600
"Census Tract 321, Cook County, Illinois!!Estimate",2018,320400
"Census Tract 401, Cook County, Illinois!!Estimate",2018,383200
"Census Tract 402.01, Cook County, Illinois!!Estimate",2018,369500
"Census Tract 402.02, Cook County, Illinois!!Estimate",2018,171300
"Census Tract 403, Cook County, Illinois!!Estimate",2018,360100
"Census Tract 404.01, Cook County, Illinois!!Estimate",2018,494600
"Census Tract 404.02, Cook County, Illinois!!Estimate",2018,397100
"Census Tract 406, Cook County, Illinois!!Estimate",2018,614800
"Census Tract 407, Cook County, Illinois!!Estimate",2018,380800
"Census Tract 408, Cook County, Illinois!!Estimate",2018,393600
"Census Tract 409, Cook County, Illinois!!Estimate",2018,564700
"Census Tract 501, Cook County, Illinois!!Estimate",2018,478200
"Census Tract 502, Cook County, Illinois!!Estimate",2018,579400
"Census Tract 503, Cook County, Illinois!!Estimate",2018,557200
"Census Tract 505, Cook County, Illinois!!Estimate",2018,695400
"Census Tract 506, Cook County, Illinois!!Estimate",2018,484400
"Census Tract 507, Cook County, Illinois!!Estimate",2018,457400
"Census Tract 508, Cook County, Illinois!!Estimate",2018,709200
"Census Tract 509, Cook County, Illinois!!Estimate",2018,537300
"Census Tract 510, Cook County, Illinois!!Estimate",2018,515200
"Census Tract 511, Cook County, Illinois!!Estimate",2018,725500
"Census Tract 512, Cook County, Illinois!!Estimate",2018,822000
"Census Tract 513, Cook County, Illinois!!Estimate",2018,522900
"Census Tract 514, Cook County, Illinois!!Estimate",2018,460800
"Census Tract 601, Cook County, Illinois!!Estimate",2018,399100
"Census Tract 602, Cook County, Illinois!!Estimate",2018,621800
"Census Tract 603, Cook County, Illinois!!Estimate",2018,564400
"Census Tract 604, Cook County, Illinois!!Estimate",2018,629900
"Census Tract 605, Cook County, Illinois!!Estimate",2018,758100
"Census Tract 608, Cook County, Illinois!!Estimate",2018,209100
"Census Tract 609, Cook County, Illinois!!Estimate",2018,242700
"Census Tract 610, Cook County, Illinois!!Estimate",2018,484300
"Census Tract 611, Cook County, Illinois!!Estimate",2018,553400
"Census Tract 612, Cook County, Illinois!!Estimate",2018,532400
"Census Tract 615, Cook County, Illinois!!Estimate",2018,527600
"Census Tract 618, Cook County, Illinois!!Estimate",2018,375500
"Census Tract 619.01, Cook County, Illinois!!Estimate",2018,258900
"Census Tract 619.02, Cook County, Illinois!!Estimate",2018,330100
"Census Tract 620, Cook County, Illinois!!Estimate",2018,343000
"Census Tract 621, Cook County, Illinois!!Estimate",2018,436300
"Census Tract 622, Cook County, Illinois!!Estimate",2018,558300
"Census Tract 623, Cook County, Illinois!!Estimate",2018,726600
"Census Tract 624, Cook County, Illinois!!Estimate",2018,582900
"Census Tract 625, Cook County, Illinois!!Estimate",2018,496700
"Census Tract 626, Cook County, Illinois!!Estimate",2018,654800
"Census Tract 627, Cook County, Illinois!!Estimate",2018,610100
"Census Tract 628, Cook County, Illinois!!Estimate",2018,668300
"Census Tract 629, Cook County, Illinois!!Estimate",2018,593100
"Census Tract 630, Cook County, Illinois!!Estimate",2018,476900
"Census Tract 631, Cook County, Illinois!!Estimate",2018,437700
"Census Tract 632, Cook County, Illinois!!Estimate",2018,324600
"Census Tract 633.01, Cook County, Illinois!!Estimate",2018,364900
"Census Tract 633.02, Cook County, Illinois!!Estimate",2018,336200
"Census Tract 633.03, Cook County, Illinois!!Estimate",2018,326500
"Census Tract 634, Cook County, Illinois!!Estimate",2018,466400
"Census Tract 701.01, Cook County, Illinois!!Estimate",2018,371800
"Census Tract 701.02, Cook County, Illinois!!Estimate",2018,378900
"Census Tract 701.03, Cook County, Illinois!!Estimate",2018,338600
"Census Tract 702, Cook County, Illinois!!Estimate",2018,505400
"Census Tract 703, Cook County, Illinois!!Estimate",2018,577100
"Census Tract 704, Cook County, Illinois!!Estimate",2018,632200
"Census Tract 705, Cook County, Illinois!!Estimate",2018,723400
"Census Tract 706, Cook County, Illinois!!Estimate",2018,725400
"Census Tract 707, Cook County, Illinois!!Estimate",2018,493800
"Census Tract 710, Cook County, Illinois!!Estimate",2018,626200
"Census Tract 711, Cook County, Illinois!!Estimate",2018,780200
"Census Tract 712, Cook County, Illinois!!Estimate",2018,487200
"Census Tract 713, Cook County, Illinois!!Estimate",2018,755200
"Census Tract 714, Cook County, Illinois!!Estimate",2018,439000
"Census Tract 715, Cook County, Illinois!!Estimate",2018,384200
"Census Tract 716, Cook County, Illinois!!Estimate",2018,868400
"Census Tract 717, Cook County, Illinois!!Estimate",2018,730000
"Census Tract 718, Cook County, Illinois!!Estimate",2018,737800
"Census Tract 801, Cook County, Illinois!!Estimate",2018,545800
"Census Tract 802.01, Cook County, Illinois!!Estimate",2018,244800
"Census Tract 802.02, Cook County, Illinois!!Estimate",2018,286800
"Census Tract 803, Cook County, Illinois!!Estimate",2018,460400
"Census Tract 804, Cook County, Illinois!!Estimate",2018,631000
"Census Tract 810, Cook County, Illinois!!Estimate",2018,393500
"Census Tract 811, Cook County, Illinois!!Estimate",2018,358600
"Census Tract 812.01, Cook County, Illinois!!Estimate",2018,788200
"Census Tract 812.02, Cook County, Illinois!!Estimate",2018,630900
"Census Tract 813, Cook County, Illinois!!Estimate",2018,447000
"Census Tract 814.01, Cook County, Illinois!!Estimate",2018,703700
"Census Tract 814.02, Cook County, Illinois!!Estimate",2018,492900
"Census Tract 814.03, Cook County, Illinois!!Estimate",2018,559600
"Census Tract 815, Cook County, Illinois!!Estimate",2018,555900
"Census Tract 816, Cook County, Illinois!!Estimate",2018,357900
"Census Tract 817, Cook County, Illinois!!Estimate",2018,360300
"Census Tract 818, Cook County, Illinois!!Estimate",2018,458000
"Census Tract 819, Cook County, Illinois!!Estimate",2018,613900
"Census Tract 901, Cook County, Illinois!!Estimate",2018,348000
"Census Tract 902, Cook County, Illinois!!Estimate",2018,397700
"Census Tract 903, Cook County, Illinois!!Estimate",2018,367300
"Census Tract 1001, Cook County, Illinois!!Estimate",2018,337800
"Census Tract 1002, Cook County, Illinois!!Estimate",2018,302800
"Census Tract 1003, Cook County, Illinois!!Estimate",2018,362300
"Census Tract 1004, Cook County, Illinois!!Estimate",2018,337400
"Census Tract 1005, Cook County, Illinois!!Estimate",2018,321000
"Census Tract 1006, Cook County, Illinois!!Estimate",2018,291400
"Census Tract 1007, Cook County, Illinois!!Estimate",2018,294600
"Census Tract 1101, Cook County, Illinois!!Estimate",2018,317300
"Census Tract 1102, Cook County, Illinois!!Estimate",2018,317400
"Census Tract 1103, Cook County, Illinois!!Estimate",2018,280000
"Census Tract 1104, Cook County, Illinois!!Estimate",2018,310200
"Census Tract 1105.01, Cook County, Illinois!!Estimate",2018,315900
"Census Tract 1105.02, Cook County, Illinois!!Estimate",2018,223200
"Census Tract 1201, Cook County, Illinois!!Estimate",2018,465800
"Census Tract 1202, Cook County, Illinois!!Estimate",2018,463900
"Census Tract 1203, Cook County, Illinois!!Estimate",2018,444800
"Census Tract 1204, Cook County, Illinois!!Estimate",2018,349600
"Census Tract 1301, Cook County, Illinois!!Estimate",2018,335700
"Census Tract 1302, Cook County, Illinois!!Estimate",2018,275000
"Census Tract 1303, Cook County, Illinois!!Estimate",2018,336800
"Census Tract 1401, Cook County, Illinois!!Estimate",2018,236900
"Census Tract 1402, Cook County, Illinois!!Estimate",2018,192900
"Census Tract 1403.01, Cook County, Illinois!!Estimate",2018,224000
"Census Tract 1403.02, Cook County, Illinois!!Estimate",2018,278500
"Census Tract 1404, Cook County, Illinois!!Estimate",2018,308600
"Census Tract 1405, Cook County, Illinois!!Estimate",2018,288800
"Census Tract 1406.01, Cook County, Illinois!!Estimate",2018,302000
"Census Tract 1406.02, Cook County, Illinois!!Estimate",2018,274700
"Census Tract 1407.01, Cook County, Illinois!!Estimate",2018,273900
"Census Tract 1407.02, Cook County, Illinois!!Estimate",2018,328300
"Census Tract 1408, Cook County, Illinois!!Estimate",2018,460300
"Census Tract 1502, Cook County, Illinois!!Estimate",2018,339200
"Census Tract 1503, Cook County, Illinois!!Estimate",2018,318800
"Census Tract 1504.01, Cook County, Illinois!!Estimate",2018,270600
"Census Tract 1504.02, Cook County, Illinois!!Estimate",2018,303400
"Census Tract 1505.01, Cook County, Illinois!!Estimate",2018,254600
"Census Tract 1505.02, Cook County, Illinois!!Estimate",2018,272000
"Census Tract 1506, Cook County, Illinois!!Estimate",2018,279900
"Census Tract 1507, Cook County, Illinois!!Estimate",2018,266400
"Census Tract 1508, Cook County, Illinois!!Estimate",2018,294100
"Census Tract 1510.01, Cook County, Illinois!!Estimate",2018,272300
"Census Tract 1510.02, Cook County, Illinois!!Estimate",2018,280200
"Census Tract 1511, Cook County, Illinois!!Estimate",2018,277300
"Census Tract 1512, Cook County, Illinois!!Estimate",2018,283400
"Census Tract 1601, Cook County, Illinois!!Estimate",2018,326000
"Census Tract 1602, Cook County, Illinois!!Estimate",2018,403100
"Census Tract 1603, Cook County, Illinois!!Estimate",2018,166600
"Census Tract 1604, Cook County, Illinois!!Estimate",2018,325200
"Census Tract 1605.01, Cook County, Illinois!!Estimate",2018,300700
"Census Tract 1605.02, Cook County, Illinois!!Estimate",2018,303800
"Census Tract 1606.01, Cook County, Illinois!!Estimate",2018,261400
"Census Tract 1606.02, Cook County, Illinois!!Estimate",2018,356700
"Census Tract 1607, Cook County, Illinois!!Estimate",2018,351000
"Census Tract 1608, Cook County, Illinois!!Estimate",2018,298300
"Census Tract 1609, Cook County, Illinois!!Estimate",2018,395100
"Census Tract 1610, Cook County, Illinois!!Estimate",2018,490500
"Census Tract 1611, Cook County, Illinois!!Estimate",2018,528000
"Census Tract 1612, Cook County, Illinois!!Estimate",2018,269700
"Census Tract 1613, Cook County, Illinois!!Estimate",2018,278700
"Census Tract 1701, Cook County, Illinois!!Estimate",2018,185700
"Census Tract 1702, Cook County, Illinois!!Estimate",2018,257900
"Census Tract 1703, Cook County, Illinois!!Estimate",2018,240600
"Census Tract 1704, Cook County, Illinois!!Estimate",2018,239100
"Census Tract 1705, Cook County, Illinois!!Estimate",2018,244000
"Census Tract 1706, Cook County, Illinois!!Estimate",2018,252400
"Census Tract 1707, Cook County, Illinois!!Estimate",2018,239400
"Census Tract 1708, Cook County, Illinois!!Estimate",2018,263800
"Census Tract 1709, Cook County, Illinois!!Estimate",2018,241400
"Census Tract 1710, Cook County, Illinois!!Estimate",2018,278500
"Census Tract 1711, Cook County, Illinois!!Estimate",2018,255200
"Census Tract 1801, Cook County, Illinois!!Estimate",2018,225400
"Census Tract 1901, Cook County, Illinois!!Estimate",2018,238000
"Census Tract 1902, Cook County, Illinois!!Estimate",2018,268900
"Census Tract 1903, Cook County, Illinois!!Estimate",2018,257500
"Census Tract 1904.01, Cook County, Illinois!!Estimate",2018,234600
"Census Tract 1904.02, Cook County, Illinois!!Estimate",2018,261700
"Census Tract 1906.01, Cook County, Illinois!!Estimate",2018,207500
"Census Tract 1906.02, Cook County, Illinois!!Estimate",2018,215000
"Census Tract 1907.01, Cook County, Illinois!!Estimate",2018,278300
"Census Tract 1907.02, Cook County, Illinois!!Estimate",2018,225700
"Census Tract 1908, Cook County, Illinois!!Estimate",2018,255000
"Census Tract 1909, Cook County, Illinois!!Estimate",2018,271300
"Census Tract 1910, Cook County, Illinois!!Estimate",2018,234400
"Census Tract 1911, Cook County, Illinois!!Estimate",2018,219900
"Census Tract 1912, Cook County, Illinois!!Estimate",2018,233300
"Census Tract 1913.01, Cook County, Illinois!!Estimate",2018,227100
"Census Tract 1913.02, Cook County, Illinois!!Estimate",2018,226500
"Census Tract 2001, Cook County, Illinois!!Estimate",2018,245600
