GEOID,median_monthly_housing_costs_2019
17031520300,955
17031520400,913
17031520500,929
17031520600,1010
17031530100,783
17031530200,1036
17031530300,962
17031530400,841
17031530501,1005
17031530502,1131
17031530503,1155
17031530600,1102
17031540101,408
17031540102,454
17031550100,785
17031550200,900
17031560100,1138
17031560200,914
17031560300,1269
17031560400,1343
17031560700,1142
17031560800,1035
17031560900,1436
17031561000,1452
17031561100,1276
17031570100,1139
17031570200,1225
17031570300,1018
17031570400,937
17031570500,1105
17031580100,1070
17031580200,992
17031580300,1057
17031580400,906
17031580501,848
17031580502,893
17031580600,909
17031580700,892
17031580800,950
17031590500,1082
17031590600,1079
17031590700,1043
17031600400,999
17031600600,983
17031600700,1067
17031600900,1044
17031610300,788
17031610400,773
17031610800,1108
17031611000,796
17031611100,757
17031611200,740
17031611300,739
17031611400,711
17031611500,785
17031611600,690
17031611700,811
17031611800,867
17031611900,745
17031612000,855
17031612100,878
17031620100,1099
17031620200,1014
17031620300,1115
17031620400,1226
17031630100,854
17031630200,950
17031630300,959
17031630400,881
17031630500,964
17031630800,1164
17031630900,970
17031640100,1030
17031640300,1048
17031640400,1123
17031640500,1112
17031640600,1037
17031640700,1128
17031640800,982
17031650100,954
17031650200,1056
17031650301,1191
17031650302,1212
17031650400,1237
17031650500,1044
17031660301,759
17031660302,948
17031660400,910
17031660500,925
17031660600,860
17031660700,788
17031660800,925
17031660900,1136
17031661000,1057
17031661100,1261
17031670100,640
17031670200,757
17031670300,690
17031670400,907
17031670500,929
17031670600,730
17031670700,895
17031670800,733
17031670900,886
17031671100,832
17031671200,1009
17031671300,669
17031671400,661
17031671500,748
17031671600,819
17031671800,890
17031671900,1115
17031672000,1065
17031680500,914
17031680600,926
17031680900,648
17031681000,791
17031681100,975
17031681200,811
17031681300,871
17031681400,847
17031690300,836
17031690400,909
17031690500,805
17031690900,969
17031691000,1124
17031691100,878
17031691200,1065
17031691300,952
17031691400,1059
17031691500,901
17031700100,1343
17031700200,1323
17031700301,1261
17031700302,1370
17031700401,1315
17031700402,1444
17031700501,1429
17031700502,1550
17031710100,720
17031710200,912
17031710300,1012
17031710400,985
17031710500,916
17031710600,900
17031710700,701
17031710800,879
17031710900,844
17031711000,1121
17031711100,857
17031711200,1078
17031711300,1104
17031711400,912
17031711500,1044
17031720100,2031
17031720200,1177
17031720300,2053
17031720400,1634
17031720500,1366
17031720600,1891
17031720700,1119
17031730100,1145
17031730201,929
17031730202,1211
17031730300,1009
17031730400,1202
17031730500,780
17031730600,991
17031730700,973
17031740100,1454
17031740200,1588
17031740300,1587
17031740400,1146
17031750100,862
17031750200,1151
17031750300,1326
17031750400,1269
17031750500,1262
17031750600,1004
17031760801,1213
17031760802,975
17031760803,1071
17031770201,1278
17031770202,962
17031770300,1426
17031770400,1330
17031770500,876
17031770601,1669
17031770602,1019
17031770700,1088
17031770800,1184
17031770901,1401
17031770902,1114
17031800100,3799
17031800200,2845
17031800300,3209
17031800400,"4,000+"
17031800500,3795
17031800600,3410
17031800700,3158
17031800800,1797
17031800900,1819
17031801000,2029
17031801100,2850
17031801200,2826
17031801300,2446
17031801400,2397
17031801500,1926
17031801601,1804
17031801603,1298
17031801605,1805
17031801606,1805
17031801607,1691
17031801608,1884
17031801701,3242
17031801702,2208
17031801800,2436
17031801901,1639
17031801902,2741
17031802002,2035
17031802003,1477
17031802004,1120
17031802100,2139
17031802200,2124
17031802300,2418
17031802402,1177
17031802403,1277
17031802404,1173
17031802503,1401
17031802504,1357
17031802505,1100
17031802506,1465
17031802605,1664
17031802607,1675
17031802608,1184
17031802609,1066
17031802610,1643
17031802701,1490
17031802702,1466
17031802801,1500
17031802802,1780
17031802900,1757
17031803005,1387
17031803007,1493
17031803008,1558
17031803010,1660
17031803012,1307
17031803013,1336
17031803014,1245
17031803015,1319
17031803016,1621
17031803017,1475
17031803100,1870
17031803200,1618
17031803300,1676
17031803400,2120
17031803500,1828
17031803603,2491
17031803604,1370
17031803605,1321
17031803606,1059
17031803607,1783
17031803608,1464
17031803610,1351
17031803611,1164
17031803612,1150
17031803701,1316
17031803702,1779
17031803800,1709
17031803901,1198
17031803902,1598
17031804000,1485
17031804102,2354
17031804104,1991
17031804105,2172
17031804106,1846
17031804108,1416
17031804109,1508
17031804201,2784
17031804202,2202
17031804305,1333
17031804306,1375
17031804308,1504
17031804309,1549
17031804310,1631
17031804311,1837
17031804403,1382
17031804404,1386
17031804405,1092
17031804406,1318
17031804505,1342
17031804506,1949
17031804507,1894
17031804508,1176
17031804509,1407
17031804510,1480
17031804511,1123
17031804603,1377
17031804606,1680
17031804607,1692
17031804608,1491
17031804609,1688
17031804610,1337
17031804611,1352
17031804701,1316
17031804705,1293
17031804706,1668
17031804709,1281
17031804710,1494
17031804711,1338
17031804712,1636
17031804713,1470
17031804714,1596
17031804715,1043
17031804716,1842
17031804803,1437
17031804804,1461
17031804805,1414
17031804806,1572
17031804807,1363
17031804808,1766
17031804809,1576
17031804810,1238
17031804901,1720
17031804902,1599
17031805001,1661
17031805002,1084
17031805105,1230
17031805106,1240
17031805107,1171
17031805108,1277
17031805109,1631
17031805110,1576
17031805111,1144
17031805112,1199
17031805201,1527
17031805202,1562
17031805301,1207
17031805302,1406
17031805401,1172
17031805402,1409
17031805501,1897
17031805502,2076
17031805600,2301
17031805701,1635
17031805702,1782
17031805801,1834
17031805802,1693
17031805901,1359
17031805902,1386
17031806001,1079
17031806002,1150
17031806003,1347
17031806004,1079
17031806102,1513
17031806103,1340
17031806104,1030
17031806201,1161
17031806202,1069
17031806300,1626
17031806400,1618
17031806501,1065
17031806502,1280
17031806600,1368
17031806700,1946
17031806801,1321
17031806802,1302
17031806900,1418
17031807000,1216
17031807100,2041
17031807200,1483
17031807300,1382
17031807400,1333
17031807500,1862
17031807600,1509
17031807700,1180
17031807800,1668
17031807900,1891
17031808001,1702
17031808002,1866
17031808100,1064
17031808200,1346
17031808301,1551
17031808302,1421
17031808400,1749
17031808500,1642
17031808600,2617
17031808702,1116
17031808800,1995
17031808900,2179
17031809000,2493
17031809100,2118
17031809200,1155
17031809300,1455
17031809400,1642
17031809500,1738
17031809600,1536
17031809700,1716
17031809800,1543
17031809900,1993
17031810000,1634
17031810100,1335
17031810200,1286
17031810301,1406
17031810302,1546
17031810400,1783
17031810501,960
17031810502,1201
17031810600,1039
17031810701,1297
17031810702,1055
17031810800,1547
17031810900,1271
17031811000,1470
17031811100,975
17031811200,1604
17031811301,1260
17031811302,1027
17031811401,1340
17031811402,1340
17031811500,1563
17031811600,999
17031811701,853
17031811702,966
17031811800,1562
17031811900,2474
17031812000,2046
17031812100,2145
17031812200,3031
17031812301,1842
17031812302,2117
17031812400,3270
17031812500,1212
17031812600,1182
17031812700,1386
17031812801,1248
17031812802,1246
17031812900,2256
17031813000,1813
17031813100,1630
17031813200,2030
17031813301,896
17031813302,922
17031813400,1161
17031813500,1049
17031813600,985
17031813701,1013
17031813702,1072
17031813801,944
17031813802,944
17031813900,1134
17031814000,1018
17031814100,1005
17031814200,1017
17031814300,926
17031814400,989
17031814500,1131
17031814600,1056
17031814700,1336
17031814800,1089
17031814900,1096
17031815000,1220
17031815100,1274
17031815200,993
17031815300,1533
17031815400,997
17031815500,1306
17031815600,1176
17031815701,2160
17031815702,1628
17031815800,1356
17031815900,1072
17031816000,1397
17031816100,1323
17031816200,1084
17031816300,1303
17031816401,1149
17031816402,1161
17031816500,813
17031816600,1064
17031816700,1061
17031816800,1198
17031816900,1223
17031817000,1167
17031817101,1131
17031817102,1277
17031817200,1143
17031817300,1066
17031817400,1232
17031817500,910
17031817600,1236
17031817700,1149
17031817900,1089
17031818000,1107
17031818100,1507
17031818200,1662
17031818300,1276
17031818401,1457
17031818402,1331
17031818500,1548
17031818600,1201
17031818700,1656
17031818800,1622
17031818900,1292
17031819000,2645
17031819100,1001
17031819200,1283
17031819300,1359
17031819400,1184
17031819500,1270
17031819600,2473
17031819700,2523
17031819801,2601
17031819802,1911
17031819900,2428
17031820000,3359
17031820101,1638
17031820103,1369
17031820104,1159
17031820201,1492
17031820202,1018
17031820300,1082
17031820400,908
17031820501,1182
17031820502,1206
17031820603,1184
17031820604,984
17031820605,1082
17031820606,1333
17031820700,1107
17031820800,1254
17031820901,1031
17031820902,1283
17031821001,1132
17031821002,1046
17031821101,1153
17031821102,1281
17031821200,836
17031821300,851
17031821401,1073
17031821402,962
17031821500,944
17031821600,1323
17031821700,1465
17031821800,1327
17031821900,1510
17031822000,1025
17031822101,1396
17031822102,1012
17031822200,1430
17031822301,1032
17031822302,1154
17031822400,1050
17031822500,1266
17031822601,1374
17031822602,1128
17031822701,975
17031822702,1126
17031822801,1074
17031822802,1130
17031822900,1133
17031823001,1063
17031823002,1033
17031823101,1104
17031823102,1134
17031823200,1106
17031823302,1054
17031823303,1165
17031823304,989
17031823400,899
17031823500,1045
17031823602,1016
17031823603,854
17031823604,1429
17031823605,1287
17031823702,1144
17031823703,973
17031823704,1657
17031823705,972
17031823801,1478
17031823803,1211
17031823805,883
17031823806,1007
17031823901,1701
17031823903,1374
17031823904,1386
17031824003,1430
17031824004,1512
17031824005,1552
17031824006,2353
17031824105,1295
17031824106,1343
17031824107,1253
17031824108,1468
17031824113,2005
17031824114,1902
17031824115,1163
17031824116,1296
17031824117,1685
17031824119,1508
17031824120,1447
17031824121,1208
17031824122,1525
17031824123,1286
17031824300,776
17031824400,893
17031824503,1131
17031824505,1179
17031824506,1190
17031824507,1361
17031824601,1382
17031824602,1163
17031824701,1096
17031824702,1092
17031824800,967
17031824900,1050
17031825000,1083
17031825200,1391
17031825302,1406
17031825303,1291
17031825304,1197
17031825400,1386
17031825501,1304
17031825503,1410
17031825504,1179
17031825505,1384
17031825600,1128
17031825700,922
17031825801,978
17031825802,1429
17031825803,1086
17031825900,821
17031826000,964
17031826100,1106
17031826201,881
17031826202,949
17031826301,1291
17031826303,1418
17031826304,1048
17031826401,1167
17031826402,1259
17031826500,1196
17031826600,1031
17031826700,981
17031826800,906
17031826901,812
17031826902,734
17031827000,984
17031827100,845
17031827200,853
17031827300,743
17031827400,726
17031827500,978
17031827600,942
17031827700,1116
17031827801,1369
17031827802,1556
17031827804,1767
17031827805,1388
17031827901,2060
17031827902,1102
17031828000,1037
17031828100,1085
17031828201,1137
17031828202,984
17031828300,981
17031828401,1209
17031828402,1017
17031828503,949
17031828504,1140
17031828505,1126
17031828506,987
17031828601,1336
17031828602,1571
17031828701,1208
17031828702,1298
17031828801,1568
17031828802,1217
17031828900,953
17031829000,618
17031829100,855
17031829200,918
17031829301,1148
17031829302,925
17031829401,870
17031829402,710
17031829500,894
17031829600,917
17031829700,847
17031829800,1708
17031829901,1301
17031829902,1335
17031830001,811
17031830003,1715
17031830004,1750
17031830005,1951
17031830006,1148
17031830007,1125
17031830008,1747
17031830100,1369
17031830201,1217
17031830202,1430
17031830300,926
17031830400,1162
17031830500,983
17031830600,1096
17031830700,1054
17031830800,1402
17031830900,1979
17031831000,2431
17031831100,1233
17031831200,1103
17031831300,1185
17031831400,1137
17031831500,1274
17031831600,1235
17031831700,1195
17031831800,1132
17031831900,2104
17031832000,2133
17031832100,1533
17031832200,1726
17031832300,2205
17031832400,1806
17031832500,2623
17031832600,2480
17031832900,1685
17031833000,2511
17031833100,2430
17031833300,1663
17031833900,800
17031834000,1144
17031834200,1010
17031834300,1093
17031834400,1410
17031834500,1031
17031834600,763
17031834700,904
17031834800,682
17031834900,827
17031835000,904
17031835100,968
17031835200,979
17031835500,588
17031835600,682
17031835700,1039
17031835800,1427
17031835900,746
17031836000,1442
17031836100,1003
17031836200,1375
17031836300,1256
17031836400,807
17031836500,989
17031836600,1024
17031836700,973
17031836800,906
17031836900,972
17031837000,977
17031837100,932
17031837300,1152
17031837400,969
17031837800,1402
17031838000,850
17031838100,597
17031838200,1232
17031838300,1745
17031838600,806
17031838700,1040
17031838800,597
17031839000,1988
17031839100,2027
17031839200,952
17031839500,725
17031839600,1167
17031839700,1083
17031839800,1121
17031839900,1268
17031840000,1426
17031840100,972
17031840200,1115
17031840300,1037
17031840400,903
17031840700,1060
17031840800,887
17031841000,2073
17031841100,850
17031841200,1001
17031841300,971
17031841400,1333
17031841500,1092
17031841600,1111
17031841700,721
17031841800,916
17031841900,2114
17031842000,2040
17031842100,1081
17031842200,2219
17031842300,2146
17031842400,836
17031842500,516
17031842600,1141
17031842800,1010
17031842900,516
17031843000,913
17031843100,923
17031843200,920
17031843300,975
17031843400,644
17031843500,767
17031843600,1246
17031843700,2018
17031843800,995
17031843900,1028
17031980000,-
17031980100,-
17031990000,-
