GEOID,perc_hs_grad_2017
17031390300,86.4
17031390400,84.9
17031390500,96
17031390600,98.6
17031390700,96.9
17031400300,85.8
17031400400,81.9
17031400500,73.6
17031400800,81.1
17031410100,95.6
17031410200,98.1
17031410500,94.4
17031410600,91.9
17031410700,97.7
17031410800,98
17031410900,95.6
17031411000,98.4
17031411100,99.1
17031411200,95.1
17031420100,87.4
17031420200,87.2
17031420300,97.9
17031420400,86.1
17031420500,81.7
17031420600,91
17031420700,76.6
17031420800,88.6
17031421200,82
17031430101,90
17031430102,89.2
17031430200,85.7
17031430300,87.4
17031430400,87.3
17031430500,80.6
17031430600,95.4
17031430700,86.2
17031430800,97.2
17031430900,91.7
17031431200,87.8
17031431301,87.4
17031431302,87
17031431400,89.4
17031440101,80.1
17031440102,88.3
17031440201,86.9
17031440202,92
17031440300,93.3
17031440600,96.9
17031440700,93.5
17031440800,84.1
17031440900,81.9
17031450300,84.8
17031460100,86.6
17031460200,67.8
17031460301,72.1
17031460302,83.2
17031460400,92.7
17031460500,93.9
17031460600,87.5
17031460700,68.3
17031461000,67.5
17031470100,85.9
17031480100,91.1
17031480200,90.2
17031480300,92.7
17031480400,88.4
17031480500,88.7
17031490300,90.6
17031490400,91.1
17031490500,92.3
17031490600,79.7
17031490700,83.5
17031490800,89.4
17031490901,85.9
17031490902,87.5
17031491000,75.8
17031491100,86.5
17031491200,89.6
17031491300,78.6
17031491400,84.8
17031500100,88.2
17031500200,88.5
17031500300,87.1
17031510100,64
17031510200,80.2
17031510300,88.8
17031520100,54.5
17031520200,64.2
17031520300,63.9
17031520400,71.5
17031520500,79.6
17031520600,75.1
17031530100,62.4
17031530200,80.4
17031530300,85.5
17031530400,89.7
17031530501,85.4
17031530502,91.2
17031530503,86.3
17031530600,92.6
17031540101,79.8
17031540102,78.4
17031550100,85
17031550200,90.9
17031560100,69.7
17031560200,79.9
17031560300,75.3
17031560400,64.2
17031560700,77
17031560800,80.2
17031560900,88.9
17031561000,92.2
17031561100,86.6
17031570100,69
17031570200,72
17031570300,69.2
17031570400,74.4
17031570500,74.1
17031580100,68.6
17031580200,56.4
17031580300,45.9
17031580400,66.2
17031580501,60.8
17031580502,64.2
17031580600,60.2
17031580700,59
17031580800,53.2
17031590500,81.9
17031590600,73.4
17031590700,65.7
17031600400,75.4
17031600600,66
17031600700,80.5
17031600900,81.4
17031610300,58.5
17031610400,52.9
17031610800,92.4
17031611000,69.3
17031611100,76.6
17031611200,75.3
17031611300,58.4
17031611400,54.5
17031611500,76.9
17031611600,72
17031611700,74.9
17031611800,63.9
17031611900,77.4
17031612000,83.9
17031612100,79.2
17031620100,74.7
17031620200,79.4
17031620300,70.8
17031620400,69.4
17031630100,75.5
17031630200,64.5
17031630300,64.9
17031630400,53.3
17031630500,55.9
17031630800,58.5
17031630900,64.3
17031640100,82.9
17031640300,92.4
17031640400,85.2
17031640500,85.5
17031640600,78.7
17031640700,80.4
17031640800,85.1
17031650100,59
17031650200,71.4
17031650301,78.5
17031650302,63.9
17031650400,65.4
17031650500,74
17031660301,69.5
17031660302,63.1
17031660400,59.7
17031660500,60.1
17031660600,65.3
17031660700,75.6
17031660800,73.9
17031660900,87.8
17031661000,80.9
17031661100,75.8
17031670100,77.6
17031670200,80
17031670300,81.5
17031670400,81.1
17031670500,79.5
17031670600,77.7
17031670700,86.7
17031670800,69
17031670900,85.6
17031671100,73.7
17031671200,65.8
17031671300,78.5
17031671400,74.9
17031671500,79.4
17031671600,81.4
17031671800,79.7
17031671900,77.3
17031672000,80.8
17031680500,78
17031680600,66.1
17031680900,78.5
17031681000,72.8
17031681100,69.8
17031681200,76.8
17031681300,76.6
17031681400,68.1
17031690300,79.2
17031690400,82.1
17031690500,81.6
17031690900,89.3
17031691000,89.7
17031691100,83.7
17031691200,88.7
17031691300,92.5
17031691400,86.2
17031691500,79.9
17031700100,87
17031700200,75.5
17031700301,74.9
17031700302,85.5
17031700401,86.4
17031700402,85
17031700501,93.1
17031700502,91.8
17031710100,76.3
17031710200,85.4
17031710300,86.3
17031710400,82.4
17031710500,87
17031710600,80.6
17031710700,88.8
17031710800,88.3
17031710900,78.7
17031711000,72.8
17031711100,77.4
17031711200,85.8
17031711300,82.2
17031711400,80.8
17031711500,83.6
17031720100,98.5
17031720200,93.6
17031720300,97.5
17031720400,98.2
17031720500,97.4
17031720600,96.7
17031720700,96.5
17031730100,89.4
17031730201,90
17031730202,91.1
17031730300,88
17031730400,90.3
17031730500,90.7
17031730600,88.9
17031730700,85.5
17031740100,95.8
17031740200,94
17031740300,97.5
17031740400,95.8
17031750100,88.2
17031750200,96.6
17031750300,96.1
17031750400,97.7
17031750500,88.3
17031750600,86.6
17031760801,95.2
17031760802,88.8
17031760803,84.6
17031770201,96.3
17031770202,92.9
17031770300,91
17031770400,89.7
17031770500,66.3
17031770601,77.5
17031770602,68.7
17031770700,90.7
17031770800,86
17031770901,88.9
17031770902,88.7
17031800100,97.5
17031800200,98.9
17031800300,97.2
17031800400,99.5
17031800500,99.8
17031800600,98.8
17031800700,97.5
17031800800,98.2
17031800900,98.8
17031801000,98.6
17031801100,99.4
17031801200,99.7
17031801300,98.7
17031801400,98.3
17031801500,95.1
17031801601,97.4
17031801603,90.4
17031801605,95.3
17031801606,97.3
17031801607,98.2
17031801608,97
17031801701,99.6
17031801702,98.4
17031801800,98.3
17031801901,95.6
17031801902,96.6
17031802002,96.2
17031802003,92.2
17031802004,92.5
17031802100,96.4
17031802200,97.8
17031802300,98.9
17031802402,85.2
17031802403,96.5
17031802404,82
17031802503,94.4
17031802504,82.6
17031802505,74.5
17031802506,71.8
17031802605,94.2
17031802607,94.8
17031802608,96.2
17031802609,82.6
17031802610,95.6
17031802701,84.8
17031802702,93.8
17031802801,94.8
17031802802,95.1
17031802900,97.9
17031803005,99.6
17031803007,93.7
17031803008,97
17031803010,97.6
17031803012,95.9
17031803013,94
17031803014,85
17031803015,94.3
17031803016,97
17031803017,96.7
17031803100,96.4
17031803200,94.6
17031803300,92.7
17031803400,96.2
17031803500,94.5
17031803603,98.1
17031803604,93.4
17031803605,92.3
17031803606,66.6
17031803607,94.8
17031803608,90.7
17031803610,96
17031803611,80.8
17031803612,77.9
17031803701,91
17031803702,91.9
17031803800,93.6
17031803901,91.5
17031803902,93.3
17031804000,87.8
17031804102,96.5
17031804104,98.4
17031804105,97.6
17031804106,97.6
17031804108,96.7
17031804109,90.1
17031804201,95.9
17031804202,91.8
17031804305,85.8
17031804306,79.6
17031804308,87.7
17031804309,80.9
17031804310,90.9
17031804311,90.3
17031804403,88.1
17031804404,70.9
17031804405,71.3
17031804406,79.7
17031804505,91
17031804506,93.6
17031804507,94.2
17031804508,75
17031804509,75.1
17031804510,57.6
17031804511,70.4
17031804603,92.2
17031804606,94.1
17031804607,95.5
17031804608,92.4
17031804609,97.4
17031804610,98.2
17031804611,98
17031804701,91
17031804705,92.3
17031804706,92.8
17031804709,87.4
17031804710,95.7
17031804711,92.1
17031804712,94.8
17031804713,86.3
17031804714,96.3
17031804715,78.2
17031804716,91.6
17031804803,94.1
17031804804,85
17031804805,93.8
17031804806,92.5
17031804807,90.1
17031804808,94.9
17031804809,95.9
17031804810,92.1
17031804901,94.8
17031804902,89.3
17031805001,94.8
17031805002,85.9
17031805105,68.8
17031805106,96.8
17031805107,79.4
17031805108,86.3
17031805109,93.6
17031805110,94.8
17031805111,87.3
17031805112,86.8
17031805201,87.6
17031805202,95.1
17031805301,83.8
17031805302,90.3
17031805401,85.7
17031805402,88.3
17031805501,93
17031805502,94.9
17031805600,97.2
17031805701,98.9
17031805702,99
17031805801,96.6
17031805802,95.8
17031805901,91.6
17031805902,92.2
17031806001,92.4
17031806002,83.8
17031806003,88.5
17031806004,83
17031806102,93.6
17031806103,88.6
17031806104,85.4
17031806201,93.2
17031806202,93.4
17031806300,88.9
17031806400,89.7
17031806501,78.2
17031806502,86.6
17031806600,87.4
17031806700,95.6
17031806801,87.3
17031806802,89.2
17031806900,94.1
17031807000,87.7
17031807100,95.7
17031807200,92.3
17031807300,93.8
17031807400,85.2
17031807500,94
17031807600,88.2
17031807700,88.4
17031807800,89.6
17031807900,91.7
17031808001,90.9
17031808002,92.4
17031808100,86.9
17031808200,89.1
17031808301,92.5
17031808302,91
17031808400,91.6
17031808500,89.3
17031808600,96
17031808702,98
17031808800,100
17031808900,98.9
17031809000,97
17031809100,99.1
17031809200,83.6
17031809300,92.2
17031809400,98.8
17031809500,95.7
17031809600,88.6
17031809700,84.6
17031809800,93.9
17031809900,98.3
17031810000,97.2
17031810100,94
17031810200,85.5
17031810301,88.5
17031810302,92.4
17031810400,95.6
17031810501,91.4
17031810502,85.3
17031810600,87.1
17031810701,75.6
17031810702,84
17031810800,87.7
17031810900,86.3
17031811000,94.5
17031811100,89.6
17031811200,92.3
17031811301,71
17031811302,78.1
17031811401,84.5
17031811402,84.7
17031811500,83
17031811600,80.1
17031811701,69.6
17031811702,74.3
17031811800,73.4
17031811900,97.1
17031812000,98.4
17031812100,96.8
17031812200,96.4
17031812301,96.9
17031812302,93
17031812400,99.3
17031812500,88.2
17031812600,98.4
17031812700,96.9
17031812801,93.8
17031812802,96.2
17031812900,97.9
17031813000,97.6
17031813100,96
17031813200,97.8
17031813301,62.3
17031813302,59.6
17031813400,53.5
17031813500,63.6
17031813600,63.4
17031813701,49.6
17031813702,45.3
17031813801,53.6
17031813802,65
17031813900,58.7
17031814000,64.3
17031814100,58.6
17031814200,61
17031814300,53
17031814400,70.2
17031814500,65
17031814600,74.2
17031814700,81.2
17031814800,75.9
17031814900,74.7
17031815000,79.9
17031815100,78.7
17031815200,76.4
17031815300,81.6
17031815400,87.1
17031815500,82.6
17031815600,92.1
17031815701,97.9
17031815702,97.1
17031815800,93.2
17031815900,94
17031816000,98.5
17031816100,89.3
17031816200,81.5
17031816300,71.4
17031816401,63.1
17031816402,62.8
17031816500,66
17031816600,55.5
17031816700,71.9
17031816800,85.9
17031816900,80.1
17031817000,81.9
17031817101,91.2
17031817102,87.8
17031817200,81
17031817300,81.6
17031817400,73.3
17031817500,80
17031817600,86.3
17031817700,85.8
17031817900,88.1
17031818000,92.4
17031818100,90.7
17031818200,94.6
17031818300,79
17031818401,89.6
17031818402,93.6
17031818500,95.4
17031818600,92.5
17031818700,94.9
17031818800,97.3
17031818900,94.7
17031819000,97.4
17031819100,82.3
17031819200,88.6
17031819300,93.8
17031819400,92.8
17031819500,91.7
17031819600,98
17031819700,99.2
17031819801,99.8
17031819802,98.6
17031819900,99.6
17031820000,99.8
17031820101,94.6
17031820103,90.7
17031820104,93.1
17031820201,95.3
17031820202,72
17031820300,71
17031820400,64.2
17031820501,83.6
17031820502,73.1
17031820603,78.1
17031820604,73.2
17031820605,87.9
17031820606,95
17031820700,82.3
17031820800,84.5
17031820901,82.9
17031820902,82.8
17031821001,77.9
17031821002,79.7
17031821101,80.4
17031821102,80
17031821200,80.7
17031821300,71.2
17031821401,81.3
17031821402,93.9
17031821500,80.9
17031821600,90.4
17031821700,95.2
17031821800,93.2
17031821900,92.2
17031822000,87
17031822101,90
17031822102,85.1
17031822200,94.8
17031822301,88.1
17031822302,86.8
17031822400,87.3
17031822500,85.1
17031822601,90.9
17031822602,91.9
17031822701,94.7
17031822702,91.8
17031822801,95.6
17031822802,91.9
17031822900,88.6
17031823001,86.2
17031823002,90.4
17031823101,87.6
17031823102,85.7
17031823200,94.2
17031823302,85.7
17031823303,83.4
17031823304,88.1
17031823400,87.2
17031823500,85.9
17031823602,92.5
17031823603,72.7
17031823604,93
17031823605,91.5
17031823702,90.5
17031823703,86.1
17031823704,92.5
17031823705,88.3
17031823801,92.1
17031823803,91.9
17031823805,94.7
17031823806,90.4
17031823901,96.3
17031823903,94.6
17031823904,93.9
17031824003,95.3
17031824004,93.4
17031824005,95.7
17031824006,96.8
17031824105,96.3
17031824106,93.7
17031824107,91.6
17031824108,93.2
17031824113,91.1
17031824114,97.9
17031824115,91.3
17031824116,85.4
17031824117,94.9
17031824119,93.6
17031824120,95.7
17031824121,96.8
17031824122,96.5
17031824123,93
17031824300,81.6
17031824400,85.7
17031824503,93.5
17031824505,94.9
17031824506,95.1
17031824507,92
17031824601,88.5
17031824602,93.6
17031824701,87.3
17031824702,85.3
17031824800,72.2
17031824900,82.1
17031825000,84
17031825200,83.5
17031825302,89
17031825303,90.8
17031825304,92.1
17031825400,94.5
17031825501,93.7
17031825503,96.7
17031825504,90.2
17031825505,94.8
17031825600,84.7
17031825700,86.1
17031825801,94.9
17031825802,88.1
17031825803,83.6
17031825900,90.3
17031826000,70.6
17031826100,80.2
17031826201,89.4
17031826202,87
17031826301,88.6
17031826303,90.5
17031826304,85.8
17031826401,88.4
17031826402,91.3
17031826500,82.2
17031826600,87.3
17031826700,88.3
17031826800,74.3
17031826901,77.1
17031826902,77.7
17031827000,80.7
17031827100,88.3
17031827200,73.5
17031827300,87.9
17031827400,81.8
17031827500,72.8
17031827600,88.4
17031827700,88
17031827801,88.8
17031827802,95.8
17031827804,92.9
17031827805,94.5
17031827901,92.9
17031827902,83
17031828000,89.6
17031828100,86.8
17031828201,94.1
17031828202,95.3
17031828300,91.7
17031828401,99
17031828402,91.7
17031828503,85.7
17031828504,87.2
17031828505,95.1
17031828506,91.9
17031828601,94.9
17031828602,95.2
17031828701,90.2
17031828702,85.2
17031828801,93.1
17031828802,96
17031828900,71.2
17031829000,78.8
17031829100,72.4
17031829200,76.4
17031829301,86.4
17031829302,68.4
17031829401,69.3
17031829402,96.2
17031829500,81.3
17031829600,85.3
17031829700,82.6
17031829800,97.1
17031829901,92.3
17031829902,98.2
17031830001,89.3
17031830003,96.3
17031830004,95.4
17031830005,97
17031830006,94.6
17031830007,92.2
17031830008,94.5
17031830100,96.1
17031830201,94.3
17031830202,87.9
17031830300,94.2
17031830400,97.7
17031830500,47.9
17031830600,83.8
17031830700,87.3
17031830800,98.5
17031830900,91.3
17031831000,99.2
17031831100,73.7
17031831200,58.9
17031831300,67.4
17031831400,76.5
17031831500,79.9
17031831600,72.5
17031831700,82.3
17031831800,89.8
17031831900,97.5
17031832000,97.9
17031832100,97.8
17031832200,96.1
17031832300,96.4
17031832400,91.6
17031832500,92.8
17031832600,98.5
17031832900,98.6
17031833000,96.3
17031833100,91.6
17031833300,95.8
17031833900,67.3
17031834000,83.7
17031834200,92.8
17031834300,87
17031834400,88.7
17031834500,89.1
17031834600,81.1
17031834700,63.2
17031834800,76.7
17031834900,77.8
17031835000,75.5
17031835100,63.5
17031835200,70.7
17031835500,68.3
17031835600,81.9
17031835700,100
17031835800,81.1
17031835900,80.5
17031836000,90.4
17031836100,85.3
17031836200,100
17031836300,97.9
17031836400,89.4
17031836500,80.6
17031836600,81.3
17031836700,80.7
17031836800,69.6
17031836900,81.2
17031837000,87.9
17031837100,76.7
17031837300,84.2
17031837400,75.6
17031837800,83.2
17031838000,88.3
17031838100,75.6
17031838200,89.2
17031838300,88.3
17031838600,60.3
17031838700,67.7
17031838800,71.7
17031839000,98.5
17031839100,93.2
17031839200,88.8
17031839500,78.4
17031839600,85.3
17031839700,82.9
17031839800,82.8
17031839900,84.3
17031840000,86.6
17031840100,77.7
17031840200,70.8
17031840300,71.1
17031840400,71
17031840700,48.7
17031840800,54.9
17031841000,94.2
17031841100,64.7
17031841200,66.3
17031841300,65.9
17031841400,82.2
17031841500,81.8
17031841600,72.3
17031841700,54.8
17031841800,88.8
17031841900,94.1
17031842000,88.5
17031842100,77.4
17031842200,95.7
17031842300,97.6
17031842400,86.6
17031842500,81.6
17031842600,82
17031842800,53.7
17031842900,72.6
17031843000,69.5
17031843100,85.8
17031843200,65.6
17031843300,71.7
17031843400,82.6
17031843500,56.7
17031843600,90.6
17031843700,88.1
17031843800,88
17031843900,86.1
17031980000,0
17031980100,0
17031990000,0
