zipcode,male_2015,white_2015,median_age_2015
62218,0.55,1.00,42.80
62219,0.45,0.98,47.50
62220,0.47,0.77,36.40
62221,0.49,0.71,38.50
62223,0.47,0.77,42.40
62225,0.54,0.73,22.60
62226,0.49,0.71,39.20
62230,0.48,0.97,39.20
62231,0.49,0.94,40.00
62232,0.49,0.86,38.80
62233,0.64,0.77,39.30
62234,0.49,0.88,38.40
62236,0.48,0.97,42.10
62237,0.54,0.93,43.90
62238,0.43,1.00,39.80
62239,0.52,0.97,38.50
62240,0.48,0.91,38.10
62241,0.56,0.98,47.30
62242,0.48,0.99,47.70
62243,0.51,0.98,46.40
62244,0.49,1.00,45.40
62245,0.50,0.98,41.50
62246,0.52,0.86,37.00
62248,0.50,0.96,31.90
62249,0.49,0.98,38.70
62250,0.54,0.96,35.20
62253,0.46,0.99,46.30
62254,0.49,0.81,41.10
62255,0.53,0.92,41.70
62257,0.47,0.99,50.20
62258,0.49,0.91,39.80
62260,0.49,0.98,41.90
62261,0.39,1.00,37.90
62262,0.51,0.96,48.70
62263,0.49,0.98,42.10
62264,0.52,0.99,39.60
62265,0.50,0.93,39.80
62266,0.56,1.00,50.60
62268,0.53,1.00,49.00
62269,0.49,0.79,37.50
62271,0.50,0.98,44.50
62272,0.52,0.96,40.90
62273,0.44,0.86,34.70
62274,0.59,0.80,38.20
62275,0.50,0.99,45.60
62277,0.52,0.97,36.70
62278,0.50,0.97,40.40
62279,0.42,1.00,26.30
62280,0.60,1.00,51.70
62281,0.51,0.98,34.80
62282,0.51,0.98,40.90
62284,0.52,0.95,49.10
62285,0.45,0.96,42.10
62286,0.49,0.78,42.70
62288,0.47,0.99,39.30
62289,0.54,0.92,42.30
62292,0.51,0.99,46.90
62293,0.50,0.98,43.00
62294,0.48,0.94,37.20
62295,0.54,0.95,36.50
62297,0.56,1.00,56.60
62298,0.50,0.99,43.80
62301,0.47,0.89,38.70
62305,0.50,0.96,44.10
62311,0.55,0.99,45.50
62312,0.48,0.99,41.20
62313,0.50,1.00,45.60
62314,0.55,0.98,37.90
62316,0.60,0.97,31.10
62319,0.53,1.00,56.30
62320,0.54,0.97,45.00
62321,0.48,0.98,45.60
62323,0.61,0.97,51.40
62324,0.56,0.99,41.80
62325,0.59,0.96,37.50
62326,0.51,0.99,41.70
62330,0.46,0.96,46.50
62334,0.59,0.99,44.50
62336,0.58,1.00,31.30
62338,0.55,1.00,40.00
62339,0.44,0.98,46.50
62340,0.46,0.98,43.90
62341,0.47,0.98,46.10
62343,0.46,0.95,40.30
62344,0.45,1.00,55.40
62345,0.50,0.99,43.60
62346,0.54,0.99,45.10
62347,0.50,0.99,40.60
62348,0.34,1.00,33.80
62349,0.46,0.97,50.00
62351,0.51,0.99,45.20
62352,0.51,0.99,41.80
62353,0.67,0.76,36.80
62354,0.48,0.97,54.70
62355,0.54,0.98,48.30
62356,0.49,0.99,48.40
62357,0.48,0.99,27.60
62358,0.51,0.93,34.60
62359,0.50,1.00,29.50
62360,0.52,0.98,37.10
62361,0.53,0.96,36.20
62362,0.44,0.95,54.80
62363,0.51,0.96,44.20
62365,0.57,0.99,30.90
62366,0.47,0.94,35.90
62367,0.53,0.99,51.10
62370,0.52,1.00,52.80
62373,0.43,0.99,45.10
62374,0.48,0.95,52.20
62375,0.66,0.61,37.10
62376,0.46,1.00,43.90
62378,0.46,0.97,46.40
62379,0.51,0.97,43.50
62380,0.55,0.97,48.50
62401,0.49,0.97,39.30
62410,0.50,0.97,35.60
62411,0.51,0.99,42.20
62413,0.48,1.00,44.60
62414,0.56,1.00,40.70
62417,0.41,1.00,44.10
62418,0.51,0.99,43.80
62419,0.60,1.00,46.10
62420,0.47,0.98,43.70
62421,0.51,0.96,38.70
62422,0.52,0.97,43.40
62423,0.41,1.00,36.70
62424,0.52,0.99,40.20
62425,0.56,1.00,45.10
62426,0.48,0.97,41.80
62427,0.47,0.98,41.40
62428,0.50,0.99,43.60
62431,0.51,0.99,46.90
62432,0.56,0.99,46.60
62433,0.48,0.98,47.90
62434,0.52,0.98,56.90
62436,0.48,0.97,31.90
62438,0.44,1.00,27.80
62439,0.41,0.95,50.60
62440,0.50,0.98,36.30
62441,0.50,0.95,42.10
62442,0.48,0.99,47.10
62443,0.53,0.99,40.20
62444,0.48,0.99,41.10
62445,0.50,0.98,34.00
62446,0.45,0.99,44.70
62447,0.52,0.98,48.10
62448,0.49,0.97,43.50
62449,0.52,0.97,42.60
62450,0.48,0.97,42.40
62451,0.48,0.99,44.50
62452,0.53,0.99,40.20
62454,0.53,0.90,41.40
62458,0.50,0.99,44.50
62459,0.46,1.00,40.90
62460,0.41,1.00,38.10
62461,0.52,0.99,44.80
62462,0.48,0.99,37.60
62463,0.51,0.96,42.00
62465,0.52,0.99,35.00
62466,0.87,0.47,34.60
62467,0.52,0.99,37.40
62468,0.50,0.96,41.50
62469,0.48,1.00,48.10
62471,0.54,0.87,38.80
62473,0.49,0.98,34.90
62474,0.50,1.00,45.20
62475,0.50,0.96,58.00
62476,0.49,0.99,42.20
62477,0.53,0.99,43.80
62478,0.47,1.00,39.80
62479,0.52,0.99,37.00
62480,0.54,0.97,51.70
62481,0.43,0.99,40.30
62501,0.51,0.93,48.30
62510,0.50,0.95,36.90
62512,0.40,0.97,41.80
62513,0.48,0.99,36.80
62514,0.51,1.00,42.40
62515,0.49,0.93,50.20
62517,0.45,1.00,29.80
62518,0.54,0.88,39.10
62519,0.32,1.00,63.30
62520,0.48,0.99,47.60
62521,0.48,0.79,42.90
62522,0.49,0.72,35.70
62523,0.68,0.61,35.30
62526,0.46,0.73,39.00
62530,0.49,0.98,39.80
62531,0.51,0.98,44.30
62532,0.53,1.00,56.60
62533,0.40,0.99,53.40
62534,0.54,0.99,42.20
62535,0.52,0.85,44.00
62536,0.56,1.00,42.70
62537,0.58,1.00,59.40
62538,0.45,0.97,55.00
62539,0.48,0.96,34.70
62540,0.49,0.96,32.80
62541,0.58,1.00,52.30
62543,0.45,0.90,42.20
62544,0.52,0.95,43.00
62545,0.49,0.97,44.70
62546,0.46,1.00,38.20
62547,0.58,0.99,32.40
62548,0.48,0.97,53.10
62549,0.46,0.91,38.40
62550,0.51,0.98,43.40
62551,0.51,0.94,42.50
62553,0.53,1.00,43.00
62554,0.48,0.93,47.50
62555,0.55,1.00,34.80
62556,0.46,1.00,57.10
62557,0.48,0.98,46.30
62558,0.48,0.98,39.60
62560,0.37,0.97,48.30
62561,0.45,0.97,39.30
62563,0.49,0.97,43.70
62565,0.45,0.99,45.50
62567,0.48,0.99,40.60
62568,0.53,0.96,43.50
62570,0.53,0.91,42.70
62571,0.56,1.00,44.70
62572,0.43,0.97,46.60
62573,0.55,0.93,39.70
62601,0.54,0.99,52.20
62610,0.64,0.91,35.70
62611,0.48,0.97,45.30
62612,0.49,0.99,42.60
62613,0.48,0.97,38.00
62615,0.51,0.97,36.20
62617,0.50,0.99,42.80
62618,0.52,0.85,36.30
62621,0.51,1.00,41.10
62622,0.46,1.00,46.00
62624,0.52,0.99,48.50
62625,0.57,0.94,52.90
62626,0.48,0.97,40.60
62627,0.48,0.97,42.90
62628,0.46,0.98,41.80
62629,0.49,0.94,35.50
62630,0.51,1.00,34.10
62631,0.58,1.00,36.50
62633,0.54,1.00,48.80
62634,0.50,0.89,43.20
62635,0.51,0.94,46.90
62638,0.54,0.99,40.60
62639,0.49,1.00,47.10
62640,0.48,0.97,42.50
62642,0.54,1.00,41.60
62643,0.52,0.91,33.70
62644,0.48,0.97,44.40
62649,0.53,0.99,34.60
62650,0.51,0.89,40.10
62655,0.50,1.00,44.20
62656,0.52,0.74,37.80
62661,0.49,0.95,44.00
62663,0.47,0.99,48.20
62664,0.47,0.96,46.20
62665,0.50,0.97,46.70
62666,0.49,0.95,45.80
62667,0.44,0.99,49.30
62668,0.53,1.00,47.40
62670,0.49,0.99,38.10
62671,0.47,0.97,49.10
62672,0.51,0.94,48.50
62673,0.48,0.94,31.90
62674,0.49,0.97,51.40
62675,0.49,0.97,48.20
62677,0.51,0.98,42.40
62681,0.54,0.93,44.00
62682,0.55,0.90,39.30
62684,0.47,0.98,42.40
62685,0.51,0.93,45.80
62688,0.47,0.97,38.80
62689,0.54,0.97,43.20
62690,0.51,1.00,36.40
62691,0.51,0.95,49.40
62692,0.49,0.99,40.20
62693,0.50,0.97,38.40
62694,0.47,0.99,47.10
62695,0.46,0.96,42.10
62701,0.66,0.72,38.30
62702,0.48,0.79,40.00
62703,0.46,0.57,32.60
62704,0.48,0.80,40.60
62707,0.50,0.94,45.80
62711,0.47,0.90,46.30
62712,0.50,0.93,40.80
62801,0.52,0.86,41.80
62803,0.51,0.88,32.60
62806,0.50,0.97,39.90
62807,0.52,0.99,41.70
62808,0.50,0.97,36.70
62809,0.55,1.00,60.50
62810,0.51,1.00,35.50
62811,0.51,1.00,50.30
62812,0.48,0.98,42.00
62814,0.47,0.96,39.70
62815,0.39,0.99,46.40
62816,0.53,0.98,45.50
62817,0.45,0.99,54.10
62818,0.56,0.97,54.40
62819,0.48,1.00,41.90
62820,0.52,1.00,52.00
62821,0.49,0.98,45.80
62822,0.48,0.99,41.90
62823,0.48,0.99,50.00
62824,0.52,1.00,40.10
62825,0.58,1.00,42.90
62827,0.49,0.96,41.90
62828,0.46,1.00,45.50
62829,0.61,1.00,22.60
62830,0.51,0.97,39.30
62831,0.53,0.96,52.40
62832,0.48,0.91,41.60
62833,0.52,1.00,46.30
62835,0.50,1.00,41.80
62836,0.51,0.99,35.40
62837,0.49,0.96,43.90
62838,0.53,0.99,34.40
62839,0.46,0.96,42.10
62841,0.51,0.79,26.80
62842,0.49,0.99,44.70
62843,0.57,1.00,31.60
62844,0.47,0.98,48.50
62846,0.85,0.64,35.70
62848,0.48,0.99,36.80
62849,0.49,0.95,42.00
62850,0.52,1.00,31.80
62851,0.57,0.99,41.70
62852,0.51,0.94,49.30
62853,0.49,0.98,47.00
62854,0.54,0.99,35.80
62856,0.46,1.00,54.80
62858,0.51,0.98,44.20
62859,0.50,1.00,42.30
62860,0.48,1.00,42.60
62861,0.52,1.00,55.50
62862,0.55,0.98,46.60
62863,0.49,0.96,44.10
62864,0.48,0.86,42.20
62865,0.50,0.99,49.10
62867,0.41,0.95,46.90
62868,0.56,0.97,46.30
62869,0.48,1.00,39.40
62870,0.49,0.97,43.20
62871,0.52,0.96,45.50
62872,0.48,1.00,39.00
62874,0.46,0.98,43.80
62875,0.52,0.96,43.00
62876,0.43,0.99,49.40
62877,0.51,0.97,48.70
62878,0.39,1.00,49.50
62879,0.54,1.00,51.50
62880,0.53,0.99,46.10
62881,0.48,0.97,41.40
62882,0.50,0.98,39.50
62883,0.58,1.00,47.60
62884,0.52,0.95,43.90
62885,0.50,0.99,37.00
62886,0.48,1.00,33.40
62887,0.39,0.99,35.50
62888,0.54,0.99,47.30
62889,0.51,0.97,40.10
62890,0.52,0.97,37.50
62891,0.55,0.97,48.70
62892,0.41,0.96,33.00
62893,0.48,0.99,44.70
62894,0.50,1.00,40.00
62895,0.51,0.99,38.80
62896,0.50,0.97,41.50
62897,0.54,1.00,48.50
62898,0.50,0.93,40.60
62899,0.54,0.99,40.30
62901,0.52,0.64,24.30
62902,0.48,0.80,35.80
62903,0.48,0.75,24.00
62905,0.49,0.96,47.20
62906,0.50,0.96,46.70
62907,0.52,1.00,47.60
62908,0.51,0.99,48.30
62910,0.43,0.83,50.40
62912,0.50,0.93,39.40
62914,0.43,0.33,37.90
62915,0.49,1.00,33.90
62916,0.52,1.00,36.40
62917,0.49,0.83,48.30
62918,0.48,0.94,35.10
62919,0.51,0.91,44.70
62920,0.47,0.86,39.60
62921,0.45,0.42,37.50
62922,0.51,0.98,48.20
62923,0.48,0.99,42.40
62924,0.50,0.88,37.20
62926,0.52,0.98,34.70
62927,0.48,0.99,42.20
62928,0.37,1.00,50.80
62930,0.49,0.97,40.10
62931,0.51,0.99,49.60
62932,0.50,0.96,41.40
62933,0.47,0.97,47.30
62934,0.48,0.96,41.80
62935,0.49,0.98,50.30
62938,0.54,0.91,47.80
62939,0.48,0.98,44.30
62940,0.53,1.00,40.70
62941,0.43,0.97,36.50
62942,0.50,0.98,55.60
62943,0.56,1.00,51.00
62946,0.48,0.93,41.70
62947,0.48,1.00,58.80
62948,0.49,0.96,39.00
62949,0.51,0.96,47.40
62950,0.56,1.00,35.10
62951,0.48,0.95,39.70
62952,0.52,0.97,45.10
62953,0.50,0.83,35.80
62954,0.45,0.97,52.70
62956,0.45,0.96,43.90
62957,0.48,0.97,40.00
62958,0.52,0.88,43.60
62959,0.51,0.89,43.50
62960,0.49,0.92,40.70
62961,0.36,1.00,52.30
62962,0.47,1.00,43.30
62963,0.48,0.53,30.80
62964,0.51,0.36,42.80
62965,0.43,1.00,49.30
62966,0.48,0.89,41.30
62967,0.51,0.99,47.70
62969,0.54,1.00,53.00
62970,0.50,0.83,39.80
62972,0.48,1.00,50.20
62974,0.48,0.99,47.60
62975,0.60,1.00,36.60
62976,0.58,0.38,51.40
62977,0.56,1.00,47.20
62979,0.48,0.96,49.30
62982,0.53,0.98,40.70
62983,0.49,0.98,44.90
62984,0.47,0.98,40.80
62985,0.52,0.92,52.20
62987,0.50,0.96,40.70
62988,0.60,0.67,39.60
62990,0.48,0.84,35.00
62992,0.49,0.68,54.30
62994,0.51,0.99,44.40
62995,0.67,0.79,41.00
62996,0.50,0.79,53.20
62997,0.42,0.99,38.90
62998,0.53,1.00,59.10
62999,0.51,0.99,37.70
63673,0.54,0.97,44.00
