GEO_ID,new_housing_2018
17031221500,5.9
17031221600,17
17031222200,25.3
17031222500,7.3
17031222600,10.9
17031222700,16.3
17031222800,13.1
17031222900,7.3
17031230100,7.7
17031230200,11.5
17031230300,3.2
17031230400,1.4
17031230500,2.8
17031230600,1.2
17031230700,3.8
17031230800,1
17031230900,1.5
17031231100,0
17031231200,3.6
17031231500,2.7
17031240200,14.3
17031240300,10.4
17031240500,27.7
17031240600,36.2
17031240700,26.2
17031240800,11.3
17031240900,15.3
17031241000,12.8
17031241100,18.9
17031241200,5.2
17031241300,16.7
17031241400,19
17031241500,23.4
17031241600,26
17031242000,19.6
17031242100,42.9
17031242200,27.8
17031242300,14.2
17031242400,1.3
17031242500,14.3
17031242600,13.1
17031242700,9.2
17031242800,14.1
17031242900,15.1
17031243000,21.4
17031243100,19.3
17031243200,16
17031243300,29.4
17031243400,20.4
17031243500,43.3
17031250200,1.6
17031250300,21.6
17031250400,0.6
17031250500,2
17031250600,0
17031250700,1.3
17031250800,0
17031251000,0
17031251100,1.2
17031251200,7
17031251300,2.2
17031251400,0
17031251500,0.7
17031251600,0
17031251700,1.5
17031251800,2.2
17031251900,7.2
17031252000,7.1
17031252101,0
17031252102,4.5
17031252201,0
17031252202,12.6
17031260100,9.7
17031260200,1.9
17031260300,8.8
17031260400,2.1
17031260500,13.2
17031260600,4.8
17031260700,1.5
17031260800,0
17031260900,5
17031261000,2
17031270500,4.6
17031271200,3.1
17031271300,4.1
17031271400,8.3
17031271500,1.4
17031271800,0.9
17031280100,76.5
17031280400,60.3
17031280800,47.2
17031280900,32.2
17031281900,28.8
17031282700,39.5
17031282800,16.3
17031283100,5.2
17031283200,44.1
17031283800,33.6
17031290900,29.2
17031291200,20.3
17031291600,5.2
17031292200,9.7
17031292400,0
17031292500,0.8
17031300500,2.2
17031300600,0
17031300700,0
17031300800,1.9
17031300900,0.8
17031301100,1.4
17031301200,0.8
17031301600,0.6
17031301701,0
17031301702,0
17031301801,0
17031301802,1.8
17031301803,0
17031310200,19.7
17031310300,30.7
17031310400,19.6
17031310500,1.4
17031310600,8
17031310700,3.3
17031310800,0.8
17031310900,4.2
17031320100,44.1
17031320400,47.4
17031320600,52.5
17031330100,67.9
17031330200,19.8
17031340300,7
17031340400,17.9
17031340500,11.9
17031340600,2.8
17031350100,4.1
17031350400,4.9
17031351000,3.2
17031351100,9.6
17031351400,17
17031351500,80.8
17031360200,50.1
17031380100,48.6
17031380200,14.2
17031380500,97.4
17031380700,46.3
17031381200,7.7
17031381400,18.6
17031381500,10.2
17031381700,0
17031381800,10.7
17031381900,5.1
17031390100,21.2
17031390200,35.7
17031390300,4.1
17031390400,15.9
17031390500,3.4
17031390600,0
17031390700,1.5
17031400300,8.6
17031400400,14.7
17031400500,3
17031400800,9.1
17031410100,4.6
17031410200,2.4
17031410500,3.4
17031410600,4.7
17031410700,0.7
17031410800,4.4
17031410900,0
17031411000,0.7
17031411100,0.5
17031411200,0.6
17031420100,7.9
17031420200,12.5
17031420300,8.1
17031420400,4.9
17031420500,9.4
17031420600,4.7
17031420700,0
17031420800,26
17031421200,0.8
17031430101,1.4
17031430102,5
17031430200,0
17031430300,9.7
17031430400,8.4
17031430500,2.6
17031430600,9.5
17031430700,0
17031430800,0
17031430900,0.6
17031431200,0.7
17031431301,1.2
17031431302,5.9
17031431400,1.5
17031440101,4.4
17031440102,3.6
17031440201,1.3
17031440202,10
17031440300,0.6
17031440600,2.8
17031440700,0
17031440800,3.1
17031440900,1.8
17031450300,0
17031460100,0
17031460200,0
17031460301,0.7
17031460302,0
17031460400,1.1
17031460500,3.3
17031460600,1.5
17031460700,0
17031461000,11.6
17031470100,14.9
17031480100,0
17031480200,2.2
17031480300,7
17031480400,0
17031480500,0.8
17031490300,0
17031490400,3.3
17031490500,1.4
17031490600,1.8
17031490700,1.3
17031490800,2.7
17031490901,5.3
17031490902,15
17031491000,15.9
17031491100,1.4
17031491200,1.8
17031491300,0
17031491400,7.4
17031500100,0
17031500200,0
17031500300,0
17031510100,0
17031510200,1.6
17031510300,0.5
17031520100,0
17031520200,3.1
17031520300,0
17031520400,0
17031520500,2.5
17031520600,2.5
17031530100,5.2
17031530200,2.3
17031530300,1.7
17031530400,7.5
17031530501,8.6
17031530502,0
17031530503,2.2
17031530600,0.7
17031540101,3.3
17031540102,2.8
17031550100,7.9
17031550200,4.1
17031560100,4.7
17031560200,0
17031560300,0
17031560400,4.8
17031560700,1.7
17031560800,1.8
17031560900,1.8
17031561000,3.7
17031561100,3.3
17031570100,0
17031570200,0
17031570300,0
17031570400,0
17031570500,4.4
17031580100,19.5
17031580200,4.9
17031580300,9
17031580400,0.7
17031580501,2.4
17031580502,1.9
17031580600,0.7
17031580700,4.2
17031580800,1.3
17031590500,16
17031590600,0.4
17031590700,6.8
17031600400,12.3
17031600600,8.2
17031600700,17.7
17031600900,12.5
17031610300,3.8
17031610400,0.9
17031610800,2.2
17031611000,1.6
17031611100,2.6
17031611200,0
17031611300,4.6
17031611400,0
17031611500,18.9
17031611600,0.3
17031611700,0
17031611800,0
17031611900,5.7
17031612000,2
17031612100,17.3
17031620100,4
17031620200,2.1
17031620300,0.3
17031620400,2.6
17031630100,1.1
17031630200,5.8
17031630300,0.8
17031630400,0
17031630500,0
17031630800,1.9
17031630900,1.4
17031640100,2.4
17031640300,3.3
17031640400,1.4
17031640500,9.4
17031640600,4.8
17031640700,0
17031640800,0
17031650100,0
17031650200,0
17031650301,1.2
17031650302,0
17031650400,0
17031650500,15.3
17031660301,0
17031660302,0
17031660400,0
17031660500,4
17031660600,0.4
17031660700,0.8
17031660800,0
17031660900,0
17031661000,4.5
17031661100,0.4
17031670100,0
17031670200,0
17031670300,1.2
17031670400,0
17031670500,0
17031670600,3.4
17031670700,2.5
17031670800,1.5
17031670900,3.9
17031671100,4.6
17031671200,1.6
17031671300,2.3
17031671400,0.8
17031671500,0
17031671600,13.8
17031671800,1.3
17031671900,1.1
17031672000,2.7
17031680500,5.5
17031680600,2.6
17031680900,11.1
17031681000,14.2
17031681100,3.8
17031681200,7.4
17031681300,4.1
17031681400,1.8
17031690300,0
17031690400,0
17031690500,0
17031690900,4.1
17031691000,0
17031691100,0
17031691200,6.3
17031691300,0
17031691400,0.5
17031691500,4.6
17031700100,1.9
17031700200,2.4
17031700301,0
17031700302,0
17031700401,1
17031700402,3.4
17031700501,3
17031700502,4.1
17031710100,22.2
17031710200,0
17031710300,2.6
17031710400,3.9
17031710500,0.5
17031710600,1.5
17031710700,7.1
17031710800,4.3
17031710900,25.6
17031711000,0
17031711100,2.1
17031711200,2.8
17031711300,0
17031711400,0
17031711500,1.5
17031720100,0
17031720200,2
17031720300,0
17031720400,0
17031720500,4.6
17031720600,1.4
17031720700,4.8
17031730100,0
17031730201,3.2
17031730202,1.7
17031730300,5.3
17031730400,0.9
17031730500,0.5
17031730600,3.4
17031730700,4.4
17031740100,3.7
17031740200,4.5
17031740300,5.9
17031740400,3.7
17031750100,4
17031750200,0.5
17031750300,2.7
17031750400,0.7
17031750500,11.3
17031750600,0.6
17031760801,10.8
17031760802,1.4
17031760803,1.5
17031770201,5.4
17031770202,0.7
17031770300,1.2
17031770400,5.9
17031770500,15.6
17031770601,4.3
17031770602,9.5
17031770700,3
17031770800,4
17031770901,14.4
17031770902,3.6
17031800100,24.7
17031800200,12.6
17031800300,10.3
17031800400,14.4
17031800500,12.6
17031800600,7.3
17031800700,8
17031800800,1.3
17031800900,3.8
17031801000,7.1
17031801100,11.6
17031801200,2.2
17031801300,8.8
17031801400,7.5
17031801500,13.2
17031801601,25.1
17031801603,16.1
17031801605,2.4
17031801606,11.8
17031801607,8.1
17031801608,14.2
17031801701,11.3
17031801702,23.6
17031801800,13.2
17031801901,24.2
17031801902,22.2
17031802002,12.3
17031802003,1.6
17031802004,4.9
17031802100,13.6
17031802200,16.2
17031802300,86.3
17031802402,21.2
17031802403,0.5
17031802404,8.1
17031802503,2.3
17031802504,1
17031802505,16.2
17031802506,4.1
17031802605,6.3
17031802607,6.6
17031802608,1.2
17031802609,1.2
17031802610,2.6
17031802701,6.6
17031802702,8.2
17031802801,7.7
17031802802,2.7
17031802900,6.6
17031803005,5.2
17031803007,6.1
17031803008,0.9
17031803010,0
17031803012,1.1
17031803013,2.1
17031803014,0.6
17031803015,1.5
17031803016,1.4
17031803017,15.1
17031803100,14.7
17031803200,8.3
17031803300,16.8
17031803400,8.5
17031803500,2.9
17031803603,9.1
17031803604,1.6
17031803605,2.2
17031803606,0.5
17031803607,0.5
17031803608,4.7
17031803610,10.8
17031803611,0
17031803612,3
17031803701,23.6
17031803702,29.7
17031803800,9.4
17031803901,8.6
17031803902,1.6
17031804000,8.4
17031804102,7.5
17031804104,3.4
17031804105,0
17031804106,4.8
17031804108,6.3
17031804109,2.8
17031804201,19.3
17031804202,15.8
17031804305,0.5
17031804306,0
17031804308,0.6
17031804309,0
17031804310,13.8
17031804311,36.7
17031804403,21.9
17031804404,6.7
17031804405,9.8
17031804406,23.2
17031804505,17.1
17031804506,23.6
17031804507,42.2
17031804508,19.5
17031804509,1.2
17031804510,0.5
17031804511,13.8
17031804603,0.9
17031804606,1.4
17031804607,5.1
17031804608,8.1
17031804609,2.9
17031804610,15.4
17031804611,2
17031804701,4.4
17031804705,0.6
17031804706,0.6
17031804709,11.1
17031804710,1
17031804711,4
17031804712,0
17031804713,0.9
17031804714,1.7
17031804715,3.1
17031804716,0.8
17031804803,9.1
17031804804,3.8
17031804805,2.8
17031804806,0
17031804807,0.8
17031804808,0.6
17031804809,0.7
17031804810,0
17031804901,13.5
17031804902,0
17031805001,2.3
17031805002,2.1
17031805105,1.3
17031805106,0
17031805107,4.7
17031805108,0.8
17031805109,1.9
17031805110,2
17031805111,8.9
17031805112,1.5
17031805201,0.8
17031805202,5.8
17031805301,2
17031805302,0
17031805401,2.2
17031805402,1.7
17031805501,15.6
17031805502,18
17031805600,10.8
17031805701,7.9
17031805702,6
17031805801,1.6
17031805802,10
17031805901,18
17031805902,10.4
17031806001,1.2
17031806002,5.9
17031806003,3.2
17031806004,7.8
17031806102,14.9
17031806103,1.1
17031806104,3.5
17031806201,48.1
17031806202,13.8
17031806300,2.9
17031806400,4
17031806501,0.4
17031806502,0.4
17031806600,11.9
17031806700,5.8
17031806801,3.8
17031806802,0.4
17031806900,26.4
17031807000,3.4
17031807100,2.2
17031807200,0.8
17031807300,12.6
17031807400,3
17031807500,0.9
17031807600,1.4
17031807700,14.8
17031807800,0.5
17031807900,8.4
17031808001,6.9
17031808002,6.9
17031808100,15.3
17031808200,1.8
17031808301,32.7
17031808302,2.9
17031808400,9.5
17031808500,1
17031808600,27.7
17031808702,5.6
17031808800,6.7
17031808900,6.3
17031809000,2.8
17031809100,10.7
17031809200,9.2
17031809300,8.6
17031809400,36.8
17031809500,22.7
17031809600,3.4
17031809700,2.8
17031809800,2.1
17031809900,24.6
17031810000,11.1
17031810100,3.1
17031810200,7.2
17031810301,0
17031810302,1.1
17031810400,6.9
17031810501,9.2
17031810502,10
17031810600,8.1
17031810701,3
17031810702,9.4
17031810800,0
17031810900,3.6
17031811000,1
17031811100,5
17031811200,1.2
17031811301,2.1
17031811302,0.5
17031811401,7.4
17031811402,3.3
17031811500,0.9
17031811600,11.1
17031811701,1
17031811702,1.5
17031811800,2.6
17031811900,1.7
17031812000,2.5
17031812100,1.6
17031812200,2.2
17031812301,18.4
17031812302,4.2
17031812400,0.8
17031812500,5.1
17031812600,4.3
17031812700,0.8
17031812801,5.4
17031812802,3.3
17031812900,4.8
17031813000,1.3
17031813100,1.6
17031813200,0.9
17031813301,1
17031813302,1.1
17031813400,2.5
17031813500,0.8
17031813600,0
17031813701,0.9
17031813702,3
17031813801,0
17031813802,2.5
17031813900,0
17031814000,0
17031814100,0
17031814200,0.3
17031814300,4.2
17031814400,2.7
17031814500,4
17031814600,4.5
17031814700,0
17031814800,0
17031814900,0
17031815000,0
17031815100,0
17031815200,3.4
17031815300,4
17031815400,2.9
17031815500,2.8
17031815600,0.5
17031815701,3
17031815702,2.6
17031815800,0
17031815900,3.3
17031816000,11.7
17031816100,1.6
17031816200,29.8
17031816300,3.8
17031816401,6.7
17031816402,3.7
17031816500,5.1
17031816600,9.8
17031816700,10
17031816800,3.5
17031816900,0.5
17031817000,5.5
17031817101,5.4
17031817102,1.6
17031817200,5.6
17031817300,1.9
17031817400,2.4
17031817500,6.4
17031817600,0
17031817700,0
17031817900,0
17031818000,0
17031818100,0.8
17031818200,0
17031818300,0
17031818401,1.2
17031818402,0.6
17031818500,5.1
17031818600,0.9
17031818700,6.6
17031818800,1.7
17031818900,9.4
17031819000,5.7
17031819100,14.7
17031819200,0.5
17031819300,2.1
17031819400,1.9
17031819500,11.4
17031819600,4.7
17031819700,9.4
17031819801,13
17031819802,9.9
17031819900,22.2
17031820000,24.4
17031820101,6.6
17031820103,10.4
17031820104,10.5
17031820201,26.2
17031820202,8.7
17031820300,3.6
17031820400,9.3
17031820501,10.5
17031820502,6.7
17031820603,24.2
17031820604,7.5
17031820605,5.8
17031820606,31.4
17031820700,0.8
17031820800,12.5
17031820901,3.1
17031820902,7.9
17031821001,5.9
17031821002,6
17031821101,13.1
17031821102,7.6
17031821200,4.7
17031821300,8.1
17031821401,3.9
17031821402,13.6
17031821500,4.1
17031821600,4.2
17031821700,1.9
17031821800,2.1
17031821900,0
17031822000,0
17031822101,13.9
17031822102,5.4
17031822200,0
17031822301,8.7
17031822302,9.6
17031822400,1.2
17031822500,3.6
17031822601,1
17031822602,8.7
17031822701,0
17031822702,0
17031822801,2.9
17031822802,1.3
17031822900,0
17031823001,4.1
17031823002,1.9
17031823101,5.2
17031823102,3.1
17031823200,10.5
17031823302,2.1
17031823303,0.9
17031823304,9.1
17031823400,6
17031823500,1.3
17031823602,9.6
17031823603,7.8
17031823604,19.3
17031823605,5.9
17031823702,5.6
17031823703,20.6
17031823704,2.8
17031823705,1.6
17031823801,11.2
17031823803,3.8
17031823805,2.7
17031823806,3.3
17031823901,22
17031823903,4.8
17031823904,3.3
17031824003,24.7
17031824004,19.9
17031824005,21.5
17031824006,39.9
17031824105,12.3
17031824106,5.3
17031824107,4.8
17031824108,16.1
17031824113,26.8
17031824114,30.5
17031824115,2.7
17031824116,20.1
17031824117,31.1
17031824119,25.8
17031824120,30.1
17031824121,4.2
17031824122,8.4
17031824123,2.5
17031824300,13.1
17031824400,30.3
17031824503,10.7
17031824505,5.9
17031824506,12.3
17031824507,2.4
17031824601,8.1
17031824602,3.1
17031824701,5.6
17031824702,1.9
17031824800,9.5
17031824900,15.1
17031825000,4.2
17031825200,8
17031825302,8.5
17031825303,13.6
17031825304,7.8
17031825400,6.8
17031825501,8.9
17031825503,0.5
17031825504,1
17031825505,7.8
17031825600,17.8
17031825700,7.7
17031825801,2.6
17031825802,1.7
17031825803,20.1
17031825900,2.9
17031826000,12.1
17031826100,1.1
17031826201,4.4
17031826202,0.5
17031826301,1
17031826303,4.5
17031826304,3.9
17031826401,0
17031826402,1.8
17031826500,0.4
17031826600,2.8
17031826700,1.5
17031826800,11.8
17031826901,0
17031826902,0
17031827000,0.5
17031827100,6
17031827200,5.6
17031827300,1.1
17031827400,6.7
17031827500,5.1
17031827600,0
17031827700,6.1
17031827801,0
17031827802,0
17031827804,1.5
17031827805,0
17031827901,13.7
17031827902,4.6
17031828000,11.2
17031828100,0.8
17031828201,17
17031828202,0.4
17031828300,1.4
17031828401,2.9
17031828402,3.8
17031828503,13
17031828504,9.3
17031828505,12.8
17031828506,28.5
17031828601,0.9
17031828602,0
17031828701,8.2
17031828702,1.8
17031828801,2.1
17031828802,0
17031828900,9.7
17031829000,7
17031829100,3
17031829200,5.2
17031829301,5.1
17031829302,0.7
17031829401,1.1
17031829402,0
17031829500,1.9
17031829600,12.5
17031829700,9.4
17031829800,0.9
17031829901,32.1
17031829902,6.4
17031830001,17.9
17031830003,35.7
17031830004,22.5
17031830005,8.7
17031830006,14.7
17031830007,3.3
17031830008,25.8
17031830100,2.6
17031830201,7.3
17031830202,22
17031830300,7.5
17031830400,0
17031830500,4.9
17031830600,2.8
17031830700,18.4
17031830800,0
17031830900,24.1
17031831000,32.3
17031831100,3.8
17031831200,0
17031831300,4.8
17031831400,0
17031831500,22.9
17031831600,8.2
17031831700,15.1
17031831800,1.1
17031831900,21.3
17031832000,25.8
17031832100,11.4
17031832200,13.3
17031832300,29
17031832400,22.1
17031832500,12.8
17031832600,13.8
17031832900,3.6
17031833000,44.9
17031833100,55.6
17031833300,10.5
17031833900,2
17031834000,6.5
17031834200,0.5
17031834300,13.1
17031834400,20.2
17031834500,10.2
17031834600,6.2
17031834700,25.3
17031834800,6.3
17031834900,4
17031835000,6.1
17031835100,0.9
17031835200,0.8
17031835500,2.8
17031835600,5
17031835700,59.7
17031835800,23.4
17031835900,38.2
17031836000,32.7
17031836100,29
17031836200,5.1
17031836300,1.6
17031836400,37.7
17031836500,34.1
17031836600,14.7
17031836700,18.8
17031836800,11
17031836900,19.5
17031837000,11.3
17031837100,20.9
17031837300,20.2
17031837400,11.8
17031837800,37
17031838000,29.3
17031838100,10.1
17031838200,0
17031838300,61.6
17031838600,14.8
17031838700,10.7
17031838800,0
17031839000,37.7
17031839100,46.1
17031839200,5.2
17031839500,4.6
17031839600,26
17031839700,14.7
17031839800,6.9
17031839900,19.1
17031840000,17.4
17031840100,6.4
17031840200,19.8
17031840300,10.9
17031840400,10.3
17031840700,0
17031840800,0.6
17031841000,66.2
17031841100,21.7
17031841200,2.1
17031841300,7
17031841400,6.1
17031841500,12.8
17031841600,8.8
17031841700,1
17031841800,5.9
17031841900,51.1
17031842000,51.8
17031842100,3.4
17031842200,74.2
17031842300,33.8
17031842400,6.6
17031842500,6.3
17031842600,10.2
17031842800,0
17031842900,19.4
17031843000,18
17031843100,2.7
17031843200,1.7
17031843300,18.8
17031843400,0
17031843500,4.9
17031843600,26.8
17031843700,33.3
17031843800,3.8
17031843900,3.7
17031980000,0
17031980100,0
17031990000,0
